event_id,event_name,ticker,event_date,contract_id,strike,expiration,option_type,last_price,bid,ask,volume,open_interest,implied_volatility,delta,gamma,theta,vega,collection_timestamp
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00027500,27.5,2021-09-17,call,0.0,120.35,121.05,1,0,0.0,0.99779,7e-05,-0.11487,0.00093,2025-08-13T09:40:40.684131
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00027500,27.5,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00041,2e-05,-0.0201,0.0002,2025-08-13T09:40:40.684145
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00028750,28.75,2021-09-17,call,0.0,119.1,119.8,6,0,0.0,0.99769,7e-05,-0.11695,0.00097,2025-08-13T09:40:40.684149
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00028750,28.75,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00043,2e-05,-0.02018,0.00021,2025-08-13T09:40:40.684152
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00030000,30.0,2021-09-17,call,0.0,117.85,118.55,0,0,0.0,0.99764,8e-05,-0.11577,0.00099,2025-08-13T09:40:40.684155
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00030000,30.0,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00043,2e-05,-0.02,0.00021,2025-08-13T09:40:40.684158
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00031250,31.25,2021-09-17,call,0.0,116.55,117.45,6,0,0.0,0.99647,0.00011,-0.17232,0.00142,2025-08-13T09:40:40.684161
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00031250,31.25,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00045,2e-05,-0.0203,0.00022,2025-08-13T09:40:40.684164
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00032500,32.5,2021-09-17,call,0.0,115.1,116.2,0,0,0.0,0.99888,5e-05,-0.05034,0.0005,2025-08-13T09:40:40.684167
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00032500,32.5,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00045,2e-05,-0.01964,0.00022,2025-08-13T09:40:40.684170
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00033750,33.75,2021-09-17,call,0.0,113.6,114.9,0,0,0.0,1.0,0.0,-7e-05,0.0,2025-08-13T09:40:40.684173
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00033750,33.75,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00048,2e-05,-0.02026,0.00023,2025-08-13T09:40:40.684176
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00035000,35.0,2021-09-17,call,0.0,112.55,113.6,0,0,0.0,1.0,0.0,-8e-05,0.0,2025-08-13T09:40:40.684180
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00035000,35.0,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00048,2e-05,-0.01993,0.00023,2025-08-13T09:40:40.684184
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00036250,36.25,2021-09-17,call,0.0,111.15,112.4,0,0,0.0,1.0,0.0,-8e-05,0.0,2025-08-13T09:40:40.684187
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00036250,36.25,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.0005,3e-05,-0.02019,0.00024,2025-08-13T09:40:40.684190
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00037500,37.5,2021-09-17,call,0.0,109.95,111.15,0,0,0.0,1.0,0.0,-8e-05,0.0,2025-08-13T09:40:40.684193
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00037500,37.5,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00052,3e-05,-0.02028,0.00025,2025-08-13T09:40:40.684196
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00038750,38.75,2021-09-17,call,0.0,108.9,110.1,0,0,0.0,0.99584,0.00015,-0.17261,0.00165,2025-08-13T09:40:40.684199
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00038750,38.75,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00053,3e-05,-0.0202,0.00025,2025-08-13T09:40:40.684203
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00040000,40.0,2021-09-17,call,0.0,107.65,108.7,0,0,0.0,0.99769,0.0001,-0.09064,0.00097,2025-08-13T09:40:40.684207
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00040000,40.0,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00053,3e-05,-0.01995,0.00025,2025-08-13T09:40:40.684210
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00041250,41.25,2021-09-17,call,0.0,106.35,107.6,0,0,0.0,0.99641,0.00014,-0.13994,0.00144,2025-08-13T09:40:40.684213
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00041250,41.25,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00054,3e-05,-0.01954,0.00025,2025-08-13T09:40:40.684216
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00042500,42.5,2021-09-17,call,0.0,105.05,106.2,0,0,0.0,1.0,0.0,-9e-05,0.0,2025-08-13T09:40:40.684219
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00042500,42.5,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00056,3e-05,-0.01984,0.00026,2025-08-13T09:40:40.684222
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00043750,43.75,2021-09-17,call,0.0,103.95,105.15,0,0,0.0,0.99419,0.00021,-0.22086,0.00222,2025-08-13T09:40:40.684226
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00043750,43.75,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00058,3e-05,-0.02001,0.00027,2025-08-13T09:40:40.684229
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00045000,45.0,2021-09-17,call,0.0,102.7,103.9,0,0,0.0,0.99397,0.00022,-0.22392,0.00229,2025-08-13T09:40:40.684232
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00045000,45.0,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00059,4e-05,-0.02005,0.00028,2025-08-13T09:40:40.684235
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00046250,46.25,2021-09-17,call,0.0,101.45,102.6,0,0,0.0,0.99434,0.00021,-0.20402,0.00217,2025-08-13T09:40:40.684238
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00046250,46.25,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.0006,4e-05,-0.01995,0.00028,2025-08-13T09:40:40.684241
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00047500,47.5,2021-09-17,call,0.0,100.2,101.4,0,0,0.0,0.99368,0.00024,-0.22314,0.00239,2025-08-13T09:40:40.684244
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00047500,47.5,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00061,4e-05,-0.01972,0.00029,2025-08-13T09:40:40.684248
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00048750,48.75,2021-09-17,call,0.0,98.95,100.0,0,0,0.0,0.99593,0.00018,-0.13673,0.00162,2025-08-13T09:40:40.684251
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00048750,48.75,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00062,4e-05,-0.01936,0.00029,2025-08-13T09:40:40.684254
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00050000,50.0,2021-09-17,call,0.0,97.6,98.6,1,0,0.0,1.0,0.0,-0.00011,0.0,2025-08-13T09:40:40.684257
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00050000,50.0,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00065,4e-05,-0.01987,0.0003,2025-08-13T09:40:40.684260
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00052500,52.5,2021-09-17,call,0.0,95.05,96.2,0,0,0.0,1.0,0.0,-0.00012,0.0,2025-08-13T09:40:40.684263
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00052500,52.5,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00067,5e-05,-0.01955,0.00031,2025-08-13T09:40:40.684266
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00055000,55.0,2021-09-17,call,0.0,92.85,93.7,0,0,0.0,0.99339,0.00029,-0.20088,0.00249,2025-08-13T09:40:40.684269
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00055000,55.0,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00071,5e-05,-0.01984,0.00033,2025-08-13T09:40:40.684272
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00057500,57.5,2021-09-17,call,0.0,90.3,91.2,0,0,0.0,0.99413,0.00028,-0.16834,0.00224,2025-08-13T09:40:40.684275
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00057500,57.5,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00074,6e-05,-0.01973,0.00034,2025-08-13T09:40:40.684278
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00060000,60.0,2021-09-17,call,0.0,87.9,88.6,7,0,0.0,0.99391,0.0003,-0.16638,0.00231,2025-08-13T09:40:40.684281
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00060000,60.0,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00076,6e-05,-0.01923,0.00035,2025-08-13T09:40:40.684283
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00062500,62.5,2021-09-17,call,0.0,85.1,86.2,1,0,0.0,0.99803,0.00013,-0.04898,0.00084,2025-08-13T09:40:40.684287
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00062500,62.5,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.0008,6e-05,-0.01951,0.00037,2025-08-13T09:40:40.684289
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00065000,65.0,2021-09-17,call,0.0,82.8,83.7,150,0,0.0,0.9933,0.00035,-0.16629,0.00252,2025-08-13T09:40:40.684293
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00065000,65.0,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00084,7e-05,-0.01947,0.00039,2025-08-13T09:40:40.684296
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00067500,67.5,2021-09-17,call,0.0,80.25,81.4,0,0,0.0,0.98982,0.0005,-0.24594,0.00363,2025-08-13T09:40:40.684300
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00067500,67.5,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00087,8e-05,-0.01908,0.0004,2025-08-13T09:40:40.684303
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00070000,70.0,2021-09-17,call,0.0,77.85,78.7,12,0,0.0,0.99151,0.00046,-0.19274,0.0031,2025-08-13T09:40:40.684306
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00070000,70.0,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00094,9e-05,-0.01968,0.00043,2025-08-13T09:40:40.684310
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00072500,72.5,2021-09-17,call,0.0,75.1,76.1,0,0,0.0,1.0,0.0,-0.00016,0.0,2025-08-13T09:40:40.684312
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00072500,72.5,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00093,9e-05,-0.01862,0.00042,2025-08-13T09:40:40.684315
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00075000,75.0,2021-09-17,call,0.0,72.85,73.6,6,0,0.0,0.99338,0.00043,-0.13377,0.00249,2025-08-13T09:40:40.684318
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00075000,75.0,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00098,0.0001,-0.01863,0.00044,2025-08-13T09:40:40.684321
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00077500,77.5,2021-09-17,call,0.0,70.15,71.35,0,0,0.0,0.99159,0.00054,-0.16324,0.00308,2025-08-13T09:40:40.684324
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00077500,77.5,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00102,0.00011,-0.01835,0.00046,2025-08-13T09:40:40.684328
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00080000,80.0,2021-09-17,call,0.0,67.85,68.6,2,0,0.0,0.99294,0.0005,-0.12884,0.00264,2025-08-13T09:40:40.684331
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00080000,80.0,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00112,0.00012,-0.01932,0.0005,2025-08-13T09:40:40.684334
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00082500,82.5,2021-09-17,call,0.0,65.35,66.15,0,0,0.0,0.99101,0.00063,-0.15709,0.00326,2025-08-13T09:40:40.684339
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00082500,82.5,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00113,0.00013,-0.01848,0.00051,2025-08-13T09:40:40.684342
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00085000,85.0,2021-09-17,call,0.0,62.65,63.65,0,0,0.0,0.99696,0.0003,-0.04832,0.00124,2025-08-13T09:40:40.684357
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00085000,85.0,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00123,0.00015,-0.019,0.00055,2025-08-13T09:40:40.684361
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00087500,87.5,2021-09-17,call,0.0,60.35,61.2,16,0,0.0,0.9882,0.00085,-0.18704,0.00413,2025-08-13T09:40:40.684364
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00087500,87.5,2021-09-17,put,0.0,0.0,0.02,0,0,0.0,-0.00132,0.00016,-0.01932,0.00058,2025-08-13T09:40:40.684367
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00090000,90.0,2021-09-17,call,0.0,57.85,58.7,2,0,0.0,0.98778,0.00092,-0.18305,0.00426,2025-08-13T09:40:40.684370
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00090000,90.0,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.0014,0.00018,-0.0194,0.00061,2025-08-13T09:40:40.684372
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00092500,92.5,2021-09-17,call,0.0,55.05,56.2,0,0,0.0,1.0,0.0,-0.0002,0.0,2025-08-13T09:40:40.684375
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00092500,92.5,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00147,0.0002,-0.01924,0.00064,2025-08-13T09:40:40.684378
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00095000,95.0,2021-09-17,call,0.0,52.2,54.0,0,0,0.0,1.0,0.0,-0.00021,0.0,2025-08-13T09:40:40.684381
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917P00095000,95.0,2021-09-17,put,0.0,0.0,0.01,0,0,0.0,-0.00153,0.00022,-0.01883,0.00067,2025-08-13T09:40:40.684384
AAPL_2021-09-14_iPhone_13,iPhone 13,AAPL,2021-09-14,AAPL210917C00097500,97.5,2021-09-17,call,0.0,50.25,51.2,0,0,0.0,0.98938,0.001,-0.13145,0.00377,2025-08-13T09:40:40.684387
