event_id,event_name,ticker,event_date,contract_id,strike,expiration,option_type,last_price,bid,ask,volume,open_interest,implied_volatility,delta,gamma,theta,vega,collection_timestamp
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208C00025000,25.0,2023-12-08,call,0.0,91.0,92.6,19,0,0.0,1.0,0.0,-0.00365,0.0,2025-08-13T00:08:04.837306
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208P00025000,25.0,2023-12-08,put,0.0,0.0,0.01,0,0,0.0,-0.00055,3e-05,-0.02904,0.00017,2025-08-13T00:08:04.837326
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208C00030000,30.0,2023-12-08,call,0.0,85.3,87.55,11,0,0.0,1.0,0.0,-0.00438,0.0,2025-08-13T00:08:04.837333
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208P00030000,30.0,2023-12-08,put,0.0,0.0,0.01,0,0,0.0,-0.00063,4e-05,-0.02914,0.00019,2025-08-13T00:08:04.837343
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208C00035000,35.0,2023-12-08,call,0.0,81.0,82.6,5,0,0.0,1.0,0.0,-0.00511,0.0,2025-08-13T00:08:04.837350
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208P00035000,35.0,2023-12-08,put,0.0,0.0,0.01,0,0,0.0,-0.0007,5e-05,-0.02867,0.00021,2025-08-13T00:08:04.837356
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208C00040000,40.0,2023-12-08,call,0.0,75.35,78.05,0,0,0.0,1.0,0.0,-0.00584,0.0,2025-08-13T00:08:04.837362
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208P00040000,40.0,2023-12-08,put,0.0,0.0,0.01,0,0,0.0,-0.00079,6e-05,-0.02837,0.00023,2025-08-13T00:08:04.837368
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208C00045000,45.0,2023-12-08,call,0.0,71.2,72.75,2,0,0.0,0.99277,0.0004,-0.2567,0.00173,2025-08-13T00:08:04.837374
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208P00045000,45.0,2023-12-08,put,0.0,0.0,0.01,0,0,0.0,-0.00089,8e-05,-0.02853,0.00026,2025-08-13T00:08:04.837380
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208C00050000,50.0,2023-12-08,call,0.0,65.35,68.4,0,0,0.0,0.99654,0.00027,-0.10899,0.0009,2025-08-13T00:08:04.837386
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208P00050000,50.0,2023-12-08,put,0.0,0.0,0.01,0,0,0.0,-0.00098,0.0001,-0.02766,0.00029,2025-08-13T00:08:04.837393
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208C00055000,55.0,2023-12-08,call,0.0,61.5,63.35,0,0,0.0,0.97416,0.00118,-0.77305,0.0052,2025-08-13T00:08:04.837400
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208P00055000,55.0,2023-12-08,put,0.0,0.0,0.01,0,0,0.0,-0.00111,0.00012,-0.02776,0.00032,2025-08-13T00:08:04.837406
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208C00060000,60.0,2023-12-08,call,0.0,55.2,58.0,2,0,0.0,1.0,0.0,-0.00876,0.0,2025-08-13T00:08:04.837412
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208P00060000,60.0,2023-12-08,put,0.0,0.0,0.01,0,0,0.0,-0.00128,0.00016,-0.0282,0.00036,2025-08-13T00:08:04.837418
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208C00065000,65.0,2023-12-08,call,0.0,51.0,53.2,0,0,0.0,0.98186,0.00126,-0.40192,0.00385,2025-08-13T00:08:04.837424
AMD_2023-12-06_Instinct_MI300X,Instinct MI300X,AMD,2023-12-06,AMD231208P00065000,65.0,2023-12-08,put,0.0,0.0,0.01,0,0,0.0,-0.00143,0.0002,-0.02782,0.0004,2025-08-13T00:08:04.837431
