contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
MSFT210625C00125000,MSFT,2021-06-25,125.00,call,0.00,141.27,139.20,24,143.35,20,0,0,2021-06-24,0.01976,1.00000,0.00000,-0.00034,0.00000,0.00342
MSFT210625P00125000,MSFT,2021-06-25,125.00,put,0.02,0.01,0.00,0,0.18,26,0,17,2021-06-24,4.60501,-0.00055,0.00003,-0.06224,0.00027,-0.00000
MSFT210625C00130000,MSFT,2021-06-25,130.00,call,0.00,136.27,134.20,24,138.35,20,0,0,2021-06-24,0.01976,1.00000,0.00000,-0.00036,0.00000,0.00356
MSFT210625P00130000,MSFT,2021-06-25,130.00,put,0.01,0.01,0.00,0,0.01,7,0,4,2021-06-24,4.37087,-0.00057,0.00003,-0.06087,0.00028,-0.00000
MSFT210625C00135000,MSFT,2021-06-25,135.00,call,123.25,131.27,129.20,24,133.35,20,0,2,2021-06-24,0.01976,1.00000,0.00000,-0.00037,0.00000,0.00370
MSFT210625P00135000,MSFT,2021-06-25,135.00,put,0.00,0.01,0.00,0,0.05,27,0,0,2021-06-24,4.15624,-0.00060,0.00004,-0.06114,0.00029,-0.00000
MSFT210625C00140000,MSFT,2021-06-25,140.00,call,117.64,126.25,124.15,24,128.35,20,0,10,2021-06-24,0.01976,1.00000,0.00000,-0.00038,0.00000,0.00384
MSFT210625P00140000,MSFT,2021-06-25,140.00,put,0.05,0.01,0.00,0,0.18,26,0,2,2021-06-24,3.94161,-0.00063,0.00004,-0.06018,0.00031,-0.00000
MSFT210625C00145000,MSFT,2021-06-25,145.00,call,100.80,121.25,119.15,24,123.35,20,0,8,2021-06-24,0.01976,1.00000,0.00000,-0.00040,0.00000,0.00397
MSFT210625P00145000,MSFT,2021-06-25,145.00,put,0.04,0.01,0.00,0,0.18,26,0,174,2021-06-24,3.74649,-0.00067,0.00004,-0.06127,0.00033,-0.00001
MSFT210625C00150000,MSFT,2021-06-25,150.00,call,0.00,116.25,114.15,24,118.35,20,0,0,2021-06-24,0.01976,1.00000,0.00000,-0.00041,0.00000,0.00411
MSFT210625P00150000,MSFT,2021-06-25,150.00,put,0.10,0.01,0.00,0,0.01,2,0,5,2021-06-24,3.55138,-0.00071,0.00005,-0.06127,0.00035,-0.00001
MSFT210625C00155000,MSFT,2021-06-25,155.00,call,109.95,111.25,109.15,24,113.35,20,0,4,2021-06-24,0.01976,1.00000,0.00000,-0.00042,0.00000,0.00425
MSFT210625P00155000,MSFT,2021-06-25,155.00,put,0.19,0.01,0.00,0,4.30,1,0,3,2021-06-24,3.35626,-0.00074,0.00005,-0.06012,0.00036,-0.00001
MSFT210625C00160000,MSFT,2021-06-25,160.00,call,91.02,106.25,104.15,24,108.35,20,0,1,2021-06-24,0.01976,1.00000,0.00000,-0.00044,0.00000,0.00438
MSFT210625P00160000,MSFT,2021-06-25,160.00,put,0.07,0.01,0.00,0,0.05,1,0,3,2021-06-24,3.18065,-0.00081,0.00006,-0.06162,0.00039,-0.00001
MSFT210625C00165000,MSFT,2021-06-25,165.00,call,99.25,101.28,99.20,24,103.35,20,0,7,2021-06-24,0.01976,1.00000,0.00000,-0.00045,0.00000,0.00452
MSFT210625P00165000,MSFT,2021-06-25,165.00,put,0.01,0.01,0.00,0,0.01,2,0,35,2021-06-24,2.98554,-0.00081,0.00007,-0.05810,0.00039,-0.00001
MSFT210625C00170000,MSFT,2021-06-25,170.00,call,96.88,96.25,94.15,24,98.35,20,2,3,2021-06-24,0.01976,1.00000,0.00000,-0.00047,0.00000,0.00466
MSFT210625P00170000,MSFT,2021-06-25,170.00,put,0.02,0.01,0.00,0,0.18,26,0,14,2021-06-24,2.82944,-0.00092,0.00008,-0.06167,0.00044,-0.00001
MSFT210625C00175000,MSFT,2021-06-25,175.00,call,0.00,91.25,89.15,24,93.35,20,0,0,2021-06-24,0.01976,1.00000,0.00000,-0.00048,0.00000,0.00479
MSFT210625P00175000,MSFT,2021-06-25,175.00,put,0.00,0.01,0.00,0,0.18,26,0,41,2021-06-24,2.65384,-0.00096,0.00009,-0.06006,0.00045,-0.00001
MSFT210625C00180000,MSFT,2021-06-25,180.00,call,80.70,86.25,84.15,24,88.35,20,0,6,2021-06-24,0.01976,1.00000,0.00000,-0.00049,0.00000,0.00493
MSFT210625P00180000,MSFT,2021-06-25,180.00,put,0.01,0.01,0.00,0,0.01,1,0,80,2021-06-24,2.47823,-0.00098,0.00010,-0.05729,0.00046,-0.00001
MSFT210625C00185000,MSFT,2021-06-25,185.00,call,80.00,81.25,79.15,24,83.35,20,0,2,2021-06-24,0.01976,1.00000,0.00000,-0.00051,0.00000,0.00507
MSFT210625P00185000,MSFT,2021-06-25,185.00,put,0.02,0.01,0.00,0,0.17,26,0,280,2021-06-24,2.32214,-0.00107,0.00011,-0.05812,0.00050,-0.00001
MSFT210625C00190000,MSFT,2021-06-25,190.00,call,74.40,76.25,74.15,24,78.35,20,0,2,2021-06-24,0.01976,1.00000,0.00000,-0.00052,0.00000,0.00521
MSFT210625P00190000,MSFT,2021-06-25,190.00,put,0.02,0.01,0.00,0,0.18,26,0,108,2021-06-24,2.16604,-0.00115,0.00013,-0.05807,0.00054,-0.00001
MSFT210625C00195000,MSFT,2021-06-25,195.00,call,70.79,71.25,69.15,24,73.35,20,0,13,2021-06-24,0.01976,1.00000,0.00000,-0.00053,0.00000,0.00534
MSFT210625P00195000,MSFT,2021-06-25,195.00,put,0.01,0.01,0.00,0,0.01,1,0,131,2021-06-24,2.00995,-0.00123,0.00014,-0.05704,0.00057,-0.00001
MSFT210625C00200000,MSFT,2021-06-25,200.00,call,66.78,66.85,65.35,24,68.35,20,1,3,2021-06-24,2.51726,0.98777,0.00090,-0.55824,0.00443,0.00539
MSFT210625P00200000,MSFT,2021-06-25,200.00,put,0.01,0.01,0.00,0,0.18,26,0,321,2021-06-24,1.85386,-0.00129,0.00016,-0.05495,0.00059,-0.00001
MSFT210625C00205000,MSFT,2021-06-25,205.00,call,55.95,61.58,59.80,24,63.35,24,0,8,2021-06-24,0.01976,1.00000,0.00000,-0.00056,0.00000,0.00562
MSFT210625P00205000,MSFT,2021-06-25,205.00,put,0.03,0.01,0.00,0,0.01,5,0,178,2021-06-24,1.71728,-0.00148,0.00020,-0.05779,0.00067,-0.00001
MSFT210625C00210000,MSFT,2021-06-25,210.00,call,54.98,56.65,54.95,24,58.35,20,0,10,2021-06-24,0.01976,1.00000,0.00000,-0.00058,0.00000,0.00575
MSFT210625P00210000,MSFT,2021-06-25,210.00,put,0.01,0.01,0.00,0,0.01,2,0,117,2021-06-24,1.56118,-0.00151,0.00023,-0.05354,0.00069,-0.00001
MSFT210625C00215000,MSFT,2021-06-25,215.00,call,45.70,51.62,49.90,24,53.35,25,0,3,2021-06-24,0.01976,1.00000,0.00000,-0.00059,0.00000,0.00589
MSFT210625P00215000,MSFT,2021-06-25,215.00,put,0.00,0.01,0.00,0,0.01,2,4,653,2021-06-24,1.42460,-0.00171,0.00028,-0.05476,0.00077,-0.00001
MSFT210625C00217500,MSFT,2021-06-25,217.50,call,35.75,49.25,47.65,24,50.85,20,0,2,2021-06-24,1.63923,0.99222,0.00093,-0.24521,0.00298,0.00590
MSFT210625P00217500,MSFT,2021-06-25,217.50,put,0.01,0.01,0.00,0,0.01,2,0,334,2021-06-24,1.34655,-0.00171,0.00029,-0.05155,0.00077,-0.00001
MSFT210625C00220000,MSFT,2021-06-25,220.00,call,41.92,46.92,45.50,24,48.35,21,0,137,2021-06-24,1.87337,0.97788,0.00202,-0.69003,0.00736,0.00586
MSFT210625P00220000,MSFT,2021-06-25,220.00,put,0.01,0.01,0.00,0,0.15,26,6,494,2021-06-24,1.28802,-0.00194,0.00034,-0.05533,0.00086,-0.00001
MSFT210625C00222500,MSFT,2021-06-25,222.50,call,24.05,44.25,42.65,24,45.85,20,0,3,2021-06-24,1.46362,0.99187,0.00109,-0.22770,0.00310,0.00603
MSFT210625P00222500,MSFT,2021-06-25,222.50,put,0.01,0.01,0.00,0,0.18,26,0,312,2021-06-24,1.20997,-0.00191,0.00036,-0.05142,0.00085,-0.00001
MSFT210625C00225000,MSFT,2021-06-25,225.00,call,40.10,41.45,39.55,24,43.35,20,0,33,2021-06-24,0.01976,1.00000,0.00000,-0.00062,0.00000,0.00616
MSFT210625P00225000,MSFT,2021-06-25,225.00,put,0.00,0.01,0.00,0,0.05,26,7,589,2021-06-24,1.15144,-0.00218,0.00043,-0.05513,0.00096,-0.00002
MSFT210625C00227500,MSFT,2021-06-25,227.50,call,37.20,38.92,37.00,24,40.85,20,0,3,2021-06-24,0.01976,1.00000,0.00000,-0.00062,0.00000,0.00623
MSFT210625P00227500,MSFT,2021-06-25,227.50,put,0.00,0.01,0.00,0,0.07,10,21,1893,2021-06-24,1.07339,-0.00214,0.00045,-0.05047,0.00094,-0.00002
MSFT210625C00230000,MSFT,2021-06-25,230.00,call,35.03,36.75,35.15,24,38.35,20,0,82,2021-06-24,1.22948,0.99015,0.00153,-0.22628,0.00367,0.00623
MSFT210625P00230000,MSFT,2021-06-25,230.00,put,0.01,0.01,0.00,0,0.20,10,43,3107,2021-06-24,1.01485,-0.00245,0.00054,-0.05407,0.00107,-0.00002
MSFT210625C00232500,MSFT,2021-06-25,232.50,call,33.83,34.38,32.90,24,35.85,20,1,9,2021-06-24,1.36606,0.97468,0.00310,-0.56381,0.00825,0.00618
MSFT210625P00232500,MSFT,2021-06-25,232.50,put,0.01,0.01,0.00,0,2.12,8,32,868,2021-06-24,0.93681,-0.00238,0.00057,-0.04858,0.00104,-0.00002
MSFT210625C00235000,MSFT,2021-06-25,235.00,call,31.25,31.93,30.50,24,33.35,20,5,65,2021-06-24,1.32704,0.96827,0.00385,-0.66076,0.00995,0.00620
MSFT210625P00235000,MSFT,2021-06-25,235.00,put,0.01,0.38,0.01,1,0.74,1,73,1649,2021-06-24,1.44411,-0.04350,0.00458,-0.92968,0.01288,-0.00033
MSFT210625C00237500,MSFT,2021-06-25,237.50,call,29.24,29.57,28.75,24,30.40,24,9,103,2021-06-24,1.34655,0.95352,0.00518,-0.91499,0.01358,0.00616
MSFT210625P00237500,MSFT,2021-06-25,237.50,put,0.02,0.01,0.01,4,0.02,1,12,3125,2021-06-24,0.80022,-0.00265,0.00073,-0.04565,0.00114,-0.00002
MSFT210625C00240000,MSFT,2021-06-25,240.00,call,26.50,27.05,26.30,24,27.80,24,17,349,2021-06-24,1.24899,0.95009,0.00591,-0.89846,0.01438,0.00620
MSFT210625P00240000,MSFT,2021-06-25,240.00,put,0.02,0.01,0.01,7,0.02,20,190,2272,2021-06-24,0.74169,-0.00311,0.00091,-0.04896,0.00132,-0.00002
MSFT210625C00242500,MSFT,2021-06-25,242.50,call,23.97,24.20,23.00,24,25.40,24,7,331,2021-06-24,0.66364,0.99706,0.00097,-0.04223,0.00125,0.00662
MSFT210625P00242500,MSFT,2021-06-25,242.50,put,0.02,0.02,0.01,6,0.03,1,369,1957,2021-06-24,0.72218,-0.00563,0.00159,-0.08101,0.00224,-0.00004
MSFT210625C00245000,MSFT,2021-06-25,245.00,call,21.63,21.65,20.95,29,22.35,24,14,589,2021-06-24,0.01976,1.00000,0.00000,-0.00067,0.00000,0.00671
MSFT210625P00245000,MSFT,2021-06-25,245.00,put,0.02,0.02,0.01,8,0.03,1,662,1226,2021-06-24,0.66364,-0.00696,0.00209,-0.08976,0.00271,-0.00005
MSFT210625C00247500,MSFT,2021-06-25,247.50,call,18.90,19.62,18.70,24,20.55,24,12,490,2021-06-24,0.97583,0.93157,0.00969,-0.89922,0.01842,0.00627
MSFT210625P00247500,MSFT,2021-06-25,247.50,put,0.03,0.03,0.02,1,0.03,3,790,2680,2021-06-24,0.62462,-0.01071,0.00324,-0.12334,0.00395,-0.00008
MSFT210625C00250000,MSFT,2021-06-25,250.00,call,16.20,16.83,16.35,24,17.30,24,62,1645,2021-06-24,0.68315,0.96602,0.00791,-0.36025,0.01053,0.00660
MSFT210625P00250000,MSFT,2021-06-25,250.00,put,0.04,0.04,0.03,17,0.04,5,2316,2932,2021-06-24,0.56608,-0.01405,0.00453,-0.14139,0.00500,-0.00010
MSFT210625C00252500,MSFT,2021-06-25,252.50,call,13.55,14.60,13.85,24,15.35,24,44,1170,2021-06-24,0.76120,0.91808,0.01424,-0.80475,0.02113,0.00631
MSFT210625P00252500,MSFT,2021-06-25,252.50,put,0.05,0.04,0.04,37,0.05,30,316,2675,2021-06-24,0.48804,-0.01565,0.00577,-0.13377,0.00548,-0.00012
MSFT210625C00255000,MSFT,2021-06-25,255.00,call,12.80,11.45,10.90,24,12.00,24,298,2161,2021-06-24,0.01976,1.00000,0.00000,-0.00070,0.00000,0.00699
MSFT210625P00255000,MSFT,2021-06-25,255.00,put,0.05,0.04,0.03,8,0.06,40,1140,3269,2021-06-24,0.40999,-0.01788,0.00769,-0.12596,0.00615,-0.00013
MSFT210625C00257500,MSFT,2021-06-25,257.50,call,9.35,9.20,8.95,24,9.45,24,525,1938,2021-06-24,0.27341,0.99301,0.00510,-0.03784,0.00272,0.00700
MSFT210625P00257500,MSFT,2021-06-25,257.50,put,0.05,0.06,0.05,14,0.07,1,1288,5162,2021-06-24,0.35146,-0.02771,0.01298,-0.15622,0.00889,-0.00020
MSFT210625C00260000,MSFT,2021-06-25,260.00,call,6.95,6.65,6.35,24,6.95,61,1461,8016,2021-06-24,0.01976,1.00000,0.00000,-0.00071,0.00000,0.00712
MSFT210625P00260000,MSFT,2021-06-25,260.00,put,0.08,0.09,0.07,81,0.10,193,1827,4163,2021-06-24,0.29292,-0.04797,0.02440,-0.20396,0.01393,-0.00035
MSFT210625C00262500,MSFT,2021-06-25,262.50,call,4.45,4.15,3.85,26,4.45,30,3146,6896,2021-06-24,0.01976,1.00000,0.00000,-0.00072,0.00000,0.00719
MSFT210625P00262500,MSFT,2021-06-25,262.50,put,0.15,0.15,0.14,4,0.15,10,3267,4096,2021-06-24,0.23438,-0.09729,0.05257,-0.28131,0.02401,-0.00071
MSFT210625C00265000,MSFT,2021-06-25,265.00,call,2.20,2.09,2.00,26,2.18,26,11932,15306,2021-06-24,0.19536,0.73469,0.12018,-0.44742,0.04575,0.00531
MSFT210625P00265000,MSFT,2021-06-25,265.00,put,0.43,0.42,0.39,31,0.44,1,10583,3958,2021-06-24,0.19536,-0.26531,0.12018,-0.44669,0.04575,-0.00195
MSFT210625C00267500,MSFT,2021-06-25,267.50,call,0.66,0.65,0.59,1,0.71,1,38359,12496,2021-06-24,0.17585,0.37275,0.15418,-0.46479,0.05283,0.00271
MSFT210625P00267500,MSFT,2021-06-25,267.50,put,1.50,1.55,1.39,28,1.71,26,5631,536,2021-06-24,0.19536,-0.61455,0.14022,-0.52094,0.05338,-0.00453
MSFT210625C00270000,MSFT,2021-06-25,270.00,call,0.18,0.17,0.16,5,0.19,8,28085,11461,2021-06-24,0.19536,0.11490,0.07113,-0.26458,0.02708,0.00084
MSFT210625P00270000,MSFT,2021-06-25,270.00,put,3.33,4.25,3.35,27,5.15,28,1188,279,2021-06-24,0.39048,-0.72346,0.06138,-0.91134,0.04671,-0.00540
MSFT210625C00272500,MSFT,2021-06-25,272.50,call,0.05,0.06,0.04,111,0.07,10,4627,5092,2021-06-24,0.23438,0.04003,0.02635,-0.14109,0.01204,0.00029
MSFT210625P00272500,MSFT,2021-06-25,272.50,put,6.10,6.10,4.55,32,7.65,32,195,154,2021-06-24,0.35146,-0.87742,0.04139,-0.49743,0.02834,-0.00658
MSFT210625C00275000,MSFT,2021-06-25,275.00,call,0.03,0.02,0.01,35,0.03,8,1767,2318,2021-06-24,0.27341,0.01631,0.01066,-0.07765,0.00568,0.00012
MSFT210625P00275000,MSFT,2021-06-25,275.00,put,8.89,8.38,6.95,31,9.80,24,12,5,2021-06-24,0.33194,-0.96056,0.01839,-0.19666,0.01189,-0.00725
MSFT210625C00277500,MSFT,2021-06-25,277.50,call,0.03,0.03,0.02,3,0.03,75,1304,1662,2021-06-24,0.35146,0.01575,0.00805,-0.09691,0.00551,0.00011
MSFT210625P00277500,MSFT,2021-06-25,277.50,put,11.31,11.15,10.05,29,12.25,37,0,102,2021-06-24,0.56608,-0.90759,0.02096,-0.65359,0.02312,-0.00694
MSFT210625C00280000,MSFT,2021-06-25,280.00,call,0.03,0.01,0.00,0,0.02,1,79,989,2021-06-24,0.37097,0.00624,0.00340,-0.04557,0.00246,0.00005
MSFT210625P00280000,MSFT,2021-06-25,280.00,put,14.65,13.68,12.40,34,14.95,24,0,104,2021-06-24,0.68315,-0.91053,0.01695,-0.77018,0.02257,-0.00703
MSFT210625C00282500,MSFT,2021-06-25,282.50,call,0.02,0.01,0.01,3,0.02,8,88,668,2021-06-24,0.42950,0.00538,0.00257,-0.04627,0.00215,0.00004
MSFT210625P00282500,MSFT,2021-06-25,282.50,put,15.46,16.23,14.15,20,18.30,24,1,3,2021-06-24,0.78071,-0.91756,0.01395,-0.82796,0.02123,-0.00715
MSFT210625C00285000,MSFT,2021-06-25,285.00,call,0.01,0.01,0.00,0,0.02,35,189,842,2021-06-24,0.48804,0.00485,0.00206,-0.04791,0.00196,0.00004
MSFT210625P00285000,MSFT,2021-06-25,285.00,put,17.94,18.65,16.75,24,20.55,24,1,1,2021-06-24,0.83925,-0.93183,0.01123,-0.76984,0.01836,-0.00732
MSFT210625C00290000,MSFT,2021-06-25,290.00,call,0.02,0.01,0.01,8,0.02,8,52,664,2021-06-24,0.60511,0.00427,0.00149,-0.05308,0.00175,0.00003
MSFT210625P00290000,MSFT,2021-06-25,290.00,put,31.00,23.70,21.85,24,25.55,24,0,2,2021-06-24,1.03437,-0.93582,0.00870,-0.90569,0.01753,-0.00749
MSFT210625C00295000,MSFT,2021-06-25,295.00,call,0.01,0.01,0.00,0,0.02,51,66,448,2021-06-24,0.70267,0.00322,0.00099,-0.04781,0.00136,0.00002
MSFT210625P00295000,MSFT,2021-06-25,295.00,put,0.00,28.60,26.65,20,30.55,24,0,0,2021-06-24,1.13192,-0.95285,0.00623,-0.77666,0.01374,-0.00775
MSFT210625C00300000,MSFT,2021-06-25,300.00,call,0.01,0.01,0.00,0,0.01,1,2,311,2021-06-24,0.81974,0.00325,0.00086,-0.05625,0.00137,0.00002
MSFT210625P00300000,MSFT,2021-06-25,300.00,put,36.95,33.98,32.85,24,35.10,24,0,5,2021-06-24,1.50265,-0.92745,0.00658,-1.44666,0.01927,-0.00771
MSFT210625C00305000,MSFT,2021-06-25,305.00,call,0.01,0.01,0.00,0,0.01,2,0,328,2021-06-24,0.91729,0.00279,0.00067,-0.05487,0.00120,0.00002
MSFT210625P00305000,MSFT,2021-06-25,305.00,put,37.80,38.60,37.85,24,39.35,24,1,0,2021-06-24,1.40509,-0.96313,0.00411,-0.78995,0.01126,-0.00809
MSFT210625C00310000,MSFT,2021-06-25,310.00,call,0.01,0.01,0.00,0,0.01,1,5,132,2021-06-24,1.01485,0.00251,0.00055,-0.05508,0.00109,0.00002
MSFT210625P00310000,MSFT,2021-06-25,310.00,put,49.31,43.40,42.10,24,44.70,24,0,0,2021-06-24,1.28802,-0.98604,0.00198,-0.31921,0.00497,-0.00839
MSFT210702C00125000,MSFT,2021-07-02,125.00,call,0.00,141.32,139.30,24,143.35,24,0,0,2021-06-24,0.01976,1.00000,0.00000,-0.00034,0.00000,0.02740
MSFT210702P00125000,MSFT,2021-07-02,125.00,put,0.01,0.01,0.00,0,0.04,1,0,3,2021-06-24,1.61972,-0.00052,0.00003,-0.00735,0.00073,-0.00003
MSFT210702C00130000,MSFT,2021-07-02,130.00,call,128.70,136.27,134.20,24,138.35,24,0,16,2021-06-24,0.01976,1.00000,0.00000,-0.00036,0.00000,0.02849
MSFT210702P00130000,MSFT,2021-07-02,130.00,put,0.03,0.01,0.00,0,0.04,1,0,6,2021-06-24,1.54167,-0.00055,0.00003,-0.00741,0.00077,-0.00003
MSFT210702C00135000,MSFT,2021-07-02,135.00,call,124.10,131.32,129.30,24,133.35,24,0,5,2021-06-24,0.01976,1.00000,0.00000,-0.00037,0.00000,0.02959
MSFT210702P00135000,MSFT,2021-07-02,135.00,put,0.04,0.01,0.00,0,0.04,1,0,8,2021-06-24,1.46362,-0.00058,0.00004,-0.00732,0.00080,-0.00004
MSFT210702C00140000,MSFT,2021-07-02,140.00,call,0.00,126.32,124.30,24,128.35,20,0,0,2021-06-24,0.01976,1.00000,0.00000,-0.00038,0.00000,0.03068
MSFT210702P00140000,MSFT,2021-07-02,140.00,put,0.00,0.01,0.00,0,0.04,1,0,1,2021-06-24,1.40509,-0.00068,0.00004,-0.00821,0.00093,-0.00004
MSFT210702C00145000,MSFT,2021-07-02,145.00,call,114.01,121.32,119.30,24,123.35,20,0,4,2021-06-24,0.01976,1.00000,0.00000,-0.00040,0.00000,0.03178
MSFT210702P00145000,MSFT,2021-07-02,145.00,put,0.04,0.01,0.00,0,0.04,1,0,14,2021-06-24,1.32704,-0.00069,0.00005,-0.00781,0.00094,-0.00004
MSFT210702C00150000,MSFT,2021-07-02,150.00,call,0.00,116.30,114.25,24,118.35,24,0,0,2021-06-24,0.01976,1.00000,0.00000,-0.00041,0.00000,0.03288
MSFT210702P00150000,MSFT,2021-07-02,150.00,put,0.00,0.01,0.00,0,0.04,1,0,5,2021-06-24,1.24899,-0.00068,0.00005,-0.00724,0.00093,-0.00004
MSFT210702C00155000,MSFT,2021-07-02,155.00,call,0.00,111.35,109.35,24,113.35,20,0,0,2021-06-24,0.01976,1.00000,0.00000,-0.00042,0.00000,0.03397
MSFT210702P00155000,MSFT,2021-07-02,155.00,put,0.00,0.01,0.00,0,0.04,1,0,13,2021-06-24,1.19046,-0.00077,0.00006,-0.00777,0.00104,-0.00005
MSFT210702C00160000,MSFT,2021-07-02,160.00,call,93.15,106.35,104.35,24,108.35,20,0,7,2021-06-24,0.01976,1.00000,0.00000,-0.00044,0.00000,0.03507
MSFT210702P00160000,MSFT,2021-07-02,160.00,put,0.02,0.01,0.00,0,0.04,1,0,37,2021-06-24,1.13192,-0.00087,0.00007,-0.00824,0.00116,-0.00005
MSFT210702C00165000,MSFT,2021-07-02,165.00,call,94.01,101.40,99.45,24,103.35,20,0,6,2021-06-24,0.01976,1.00000,0.00000,-0.00045,0.00000,0.03616
MSFT210702P00165000,MSFT,2021-07-02,165.00,put,0.00,0.01,0.00,0,0.04,1,0,46,2021-06-24,1.05388,-0.00080,0.00007,-0.00714,0.00108,-0.00005
MSFT210702C00170000,MSFT,2021-07-02,170.00,call,87.50,96.30,94.25,24,98.35,24,0,20,2021-06-24,0.01976,1.00000,0.00000,-0.00047,0.00000,0.03726
MSFT210702P00170000,MSFT,2021-07-02,170.00,put,0.02,0.01,0.00,0,0.04,1,2,15,2021-06-24,0.99534,-0.00088,0.00008,-0.00732,0.00118,-0.00005
MSFT210702C00175000,MSFT,2021-07-02,175.00,call,88.00,91.35,89.35,24,93.35,20,0,17,2021-06-24,0.01976,1.00000,0.00000,-0.00048,0.00000,0.03836
MSFT210702P00175000,MSFT,2021-07-02,175.00,put,0.01,0.01,0.00,0,0.04,1,0,47,2021-06-24,0.93681,-0.00094,0.00009,-0.00738,0.00126,-0.00006
MSFT210702C00180000,MSFT,2021-07-02,180.00,call,78.65,86.50,84.60,24,88.40,24,0,14,2021-06-24,0.01976,1.00000,0.00000,-0.00049,0.00000,0.03945
MSFT210702P00180000,MSFT,2021-07-02,180.00,put,0.02,0.01,0.00,0,0.01,2,0,166,2021-06-24,0.87827,-0.00101,0.00010,-0.00733,0.00134,-0.00006
MSFT210702C00185000,MSFT,2021-07-02,185.00,call,73.35,81.33,79.25,24,83.40,24,0,5,2021-06-24,0.01976,1.00000,0.00000,-0.00051,0.00000,0.04055
MSFT210702P00185000,MSFT,2021-07-02,185.00,put,0.03,0.01,0.00,0,0.04,1,0,125,2021-06-24,0.81974,-0.00105,0.00011,-0.00715,0.00140,-0.00006
MSFT210702C00190000,MSFT,2021-07-02,190.00,call,69.05,76.35,74.30,24,78.40,24,0,7,2021-06-24,0.01976,1.00000,0.00000,-0.00052,0.00000,0.04164
MSFT210702P00190000,MSFT,2021-07-02,190.00,put,0.00,0.03,0.01,1,0.04,1,3,43,2021-06-24,0.83925,-0.00263,0.00024,-0.01680,0.00320,-0.00016
MSFT210702C00195000,MSFT,2021-07-02,195.00,call,65.90,71.47,69.55,24,73.40,20,0,8,2021-06-24,0.01976,1.00000,0.00000,-0.00053,0.00000,0.04274
MSFT210702P00195000,MSFT,2021-07-02,195.00,put,0.04,0.01,0.00,0,0.04,1,0,362,2021-06-24,0.70267,-0.00110,0.00013,-0.00637,0.00145,-0.00007
MSFT210702C00200000,MSFT,2021-07-02,200.00,call,66.82,67.25,66.15,24,68.35,24,1,22,2021-06-24,1.09290,0.96853,0.00164,-0.19145,0.02795,0.04187
MSFT210702P00200000,MSFT,2021-07-02,200.00,put,0.02,0.03,0.01,10,0.04,2,0,350,2021-06-24,0.72218,-0.00302,0.00032,-0.01642,0.00364,-0.00018
MSFT210702C00205000,MSFT,2021-07-02,205.00,call,54.86,61.95,60.90,24,63.00,24,0,9,2021-06-24,0.87827,0.98162,0.00130,-0.09820,0.01779,0.04380
MSFT210702P00205000,MSFT,2021-07-02,205.00,put,0.01,0.01,0.00,0,0.04,1,0,75,2021-06-24,0.60511,-0.00143,0.00020,-0.00699,0.00185,-0.00009
MSFT210702C00210000,MSFT,2021-07-02,210.00,call,33.18,56.92,55.45,24,58.40,20,0,3,2021-06-24,0.80022,0.98108,0.00146,-0.09176,0.01823,0.04487
MSFT210702P00210000,MSFT,2021-07-02,210.00,put,0.03,0.01,0.00,0,0.05,1,0,288,2021-06-24,0.54657,-0.00138,0.00021,-0.00608,0.00178,-0.00008
MSFT210702C00215000,MSFT,2021-07-02,215.00,call,47.94,52.38,51.35,24,53.40,20,0,10,2021-06-24,0.89778,0.95425,0.00271,-0.21334,0.03792,0.04429
MSFT210702P00215000,MSFT,2021-07-02,215.00,put,0.00,0.01,0.00,0,0.04,1,3,568,2021-06-24,0.50755,-0.00184,0.00029,-0.00734,0.00232,-0.00011
MSFT210702C00217500,MSFT,2021-07-02,217.50,call,0.00,49.42,47.95,24,50.90,20,0,0,2021-06-24,0.70267,0.97790,0.00190,-0.09194,0.02080,0.04633
MSFT210702P00217500,MSFT,2021-07-02,217.50,put,0.03,0.01,0.00,0,0.55,1,8,485,2021-06-24,0.48804,-0.00213,0.00035,-0.00808,0.00265,-0.00013
MSFT210702C00220000,MSFT,2021-07-02,220.00,call,43.20,46.75,45.10,24,48.40,20,0,35,2021-06-24,0.54657,0.99222,0.00099,-0.02944,0.00844,0.04775
MSFT210702P00220000,MSFT,2021-07-02,220.00,put,0.04,0.03,0.01,9,0.04,9,0,246,2021-06-24,0.50755,-0.00467,0.00068,-0.01705,0.00537,-0.00028
MSFT210702C00222500,MSFT,2021-07-02,222.50,call,39.55,44.42,42.95,24,45.90,20,0,6,2021-06-24,0.62462,0.97755,0.00217,-0.08289,0.02108,0.04741
MSFT210702P00222500,MSFT,2021-07-02,222.50,put,0.03,0.04,0.03,7,0.04,10,0,774,2021-06-24,0.48804,-0.00548,0.00081,-0.01890,0.00620,-0.00033
MSFT210702C00225000,MSFT,2021-07-02,225.00,call,40.43,41.80,40.20,24,43.40,20,0,20,2021-06-24,0.52706,0.98672,0.00164,-0.04497,0.01347,0.04852
MSFT210702P00225000,MSFT,2021-07-02,225.00,put,0.04,0.04,0.03,3,0.04,2,16,739,2021-06-24,0.46853,-0.00647,0.00098,-0.02100,0.00717,-0.00039
