contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
MSFT201009C00227500,MSFT,2020-10-09,227.50,call,4.55,3.80,3.35,8,4.25,11,45,421,2020-09-09,0.39048,0.27303,0.01406,-0.13121,0.20141,0.04433
MSFT201009P00227500,MSFT,2020-10-09,227.50,put,21.05,19.90,19.15,10,20.65,1,2,318,2020-09-09,0.39048,-0.72697,0.01406,-0.13065,0.20141,-0.14264
MSFT201009C00230000,MSFT,2020-10-09,230.00,call,3.10,3.18,2.86,9,3.50,10,170,955,2020-09-09,0.39048,0.24156,0.01319,-0.12310,0.18898,0.03933
MSFT201009P00230000,MSFT,2020-10-09,230.00,put,25.00,21.85,21.15,7,22.55,10,0,101,2020-09-09,0.39048,-0.75844,0.01319,-0.12254,0.18898,-0.14970
MSFT201009C00232500,MSFT,2020-10-09,232.50,call,3.20,2.81,2.41,10,3.20,10,152,556,2020-09-09,0.39048,0.21247,0.01227,-0.11450,0.17578,0.03467
MSFT201009P00232500,MSFT,2020-10-09,232.50,put,11.32,23.85,23.15,9,24.55,12,0,6,2020-09-09,0.39048,-0.78753,0.01227,-0.11393,0.17578,-0.15641
MSFT201009C00235000,MSFT,2020-10-09,235.00,call,2.50,2.37,2.03,10,2.71,16,113,854,2020-09-09,0.39048,0.18582,0.01132,-0.10561,0.16214,0.03039
MSFT201009P00235000,MSFT,2020-10-09,235.00,put,34.01,25.95,25.25,6,26.65,12,0,6,2020-09-09,0.39048,-0.81418,0.01132,-0.10503,0.16214,-0.16274
MSFT201009C00237500,MSFT,2020-10-09,237.50,call,2.45,2.02,1.71,8,2.33,10,9,80,2020-09-09,0.39048,0.16159,0.01035,-0.09662,0.14834,0.02649
MSFT201009P00237500,MSFT,2020-10-09,237.50,put,33.74,28.20,27.40,10,29.00,12,0,6,2020-09-09,0.39048,-0.83841,0.01035,-0.09603,0.14834,-0.16871
MSFT201009C00240000,MSFT,2020-10-09,240.00,call,1.96,1.73,1.44,6,2.02,4,65,328,2020-09-09,0.39048,0.13974,0.00940,-0.08770,0.13466,0.02295
MSFT201009P00240000,MSFT,2020-10-09,240.00,put,33.16,30.45,29.70,9,31.20,12,1,3,2020-09-09,0.40999,-0.84721,0.00950,-0.09718,0.14298,-0.17225
MSFT201009C00242500,MSFT,2020-10-09,242.50,call,1.40,1.63,1.22,10,2.05,8,19,37,2020-09-09,0.40999,0.13292,0.00865,-0.08898,0.13012,0.02178
MSFT201009P00242500,MSFT,2020-10-09,242.50,put,0.00,32.35,31.15,1,33.55,8,0,0,2020-09-09,0.37097,-0.89280,0.00821,-0.06859,0.11181,-0.18159
MSFT201009C00245000,MSFT,2020-10-09,245.00,call,1.37,1.29,1.04,10,1.55,11,75,99,2020-09-09,0.40999,0.11508,0.00782,-0.08044,0.11763,0.01889
MSFT201009P00245000,MSFT,2020-10-09,245.00,put,33.09,34.97,34.15,9,35.80,12,0,21,2020-09-09,0.40999,-0.88492,0.00782,-0.07983,0.11763,-0.18246
MSFT201009C00247500,MSFT,2020-10-09,247.50,call,1.35,1.19,1.00,10,1.37,10,27,47,2020-09-09,0.40999,0.09916,0.00702,-0.07225,0.10566,0.01631
MSFT201009P00247500,MSFT,2020-10-09,247.50,put,0.00,37.33,36.45,8,38.20,4,0,0,2020-09-09,0.40999,-0.90084,0.00702,-0.07164,0.10566,-0.18710
MSFT201009C00250000,MSFT,2020-10-09,250.00,call,1.25,1.08,0.77,8,1.40,1,181,533,2020-09-09,0.42950,0.09611,0.00655,-0.07396,0.10326,0.01577
MSFT201009P00250000,MSFT,2020-10-09,250.00,put,23.80,39.70,37.85,42,41.55,31,0,10,2020-09-09,0.40999,-0.91494,0.00627,-0.06387,0.09431,-0.19145
MSFT201009C00252500,MSFT,2020-10-09,252.50,call,1.00,0.88,0.67,10,1.08,2,5,0,2020-09-09,0.42950,0.08305,0.00588,-0.06635,0.09263,0.01365
MSFT201009P00252500,MSFT,2020-10-09,252.50,put,0.00,42.05,40.20,43,43.90,34,0,0,2020-09-09,0.42950,-0.91695,0.00588,-0.06573,0.09263,-0.19387
MSFT201009C00255000,MSFT,2020-10-09,255.00,call,0.84,0.78,0.59,8,0.98,6,37,6185,2020-09-09,0.42950,0.07148,0.00524,-0.05920,0.08265,0.01177
MSFT201009P00255000,MSFT,2020-10-09,255.00,put,48.98,44.62,42.65,52,46.60,56,0,1,2020-09-09,0.44901,-0.91861,0.00554,-0.06769,0.09124,-0.19622
MSFT201009C00257500,MSFT,2020-10-09,257.50,call,0.75,0.71,0.52,10,0.89,7,20,48,2020-09-09,0.42950,0.06128,0.00465,-0.05254,0.07336,0.01010
MSFT201009P00257500,MSFT,2020-10-09,257.50,put,0.00,46.80,45.05,21,48.55,26,0,0,2020-09-09,0.42950,-0.93872,0.00465,-0.05191,0.07336,-0.20153
MSFT201009C00260000,MSFT,2020-10-09,260.00,call,0.76,0.64,0.47,10,0.80,10,104,7,2020-09-09,0.44901,0.06098,0.00444,-0.05472,0.07308,0.01003
MSFT201009P00260000,MSFT,2020-10-09,260.00,put,0.00,49.00,47.85,1,50.15,8,0,0,2020-09-09,0.39048,-0.96379,0.00336,-0.03070,0.04813,-0.20766
MSFT201009C00265000,MSFT,2020-10-09,265.00,call,0.60,0.54,0.38,8,0.70,10,7,78,2020-09-09,0.46853,0.05278,0.00379,-0.05095,0.06522,0.00867
MSFT201009P00265000,MSFT,2020-10-09,265.00,put,0.00,54.25,53.35,4,55.15,10,0,0,2020-09-09,0.46853,-0.94722,0.00379,-0.05030,0.06522,-0.20912
MSFT201016C00080000,MSFT,2020-10-16,80.00,call,148.00,131.22,130.35,8,132.10,8,0,1,2020-09-09,0.01976,1.00000,0.00000,-0.00020,0.00000,0.08109
MSFT201016P00080000,MSFT,2020-10-16,80.00,put,0.02,0.15,0.01,10,0.29,1,0,1452,2020-09-09,1.28802,-0.00503,0.00017,-0.01703,0.00978,-0.00124
MSFT201016C00085000,MSFT,2020-10-16,85.00,call,126.75,126.20,125.35,8,127.05,1,0,0,2020-09-09,0.01976,1.00000,0.00000,-0.00021,0.00000,0.08616
MSFT201016P00085000,MSFT,2020-10-16,85.00,put,0.04,0.15,0.02,25,0.28,11,0,922,2020-09-09,1.20997,-0.00529,0.00019,-0.01671,0.01022,-0.00129
MSFT201016C00090000,MSFT,2020-10-16,90.00,call,116.40,121.25,120.35,8,122.15,8,0,9,2020-09-09,0.01976,1.00000,0.00000,-0.00022,0.00000,0.09122
MSFT201016P00090000,MSFT,2020-10-16,90.00,put,0.08,0.06,0.02,10,0.09,6,2,1089,2020-09-09,1.01485,-0.00253,0.00011,-0.00724,0.00528,-0.00060
MSFT201016C00095000,MSFT,2020-10-16,95.00,call,79.65,116.22,115.30,8,117.15,8,0,0,2020-09-09,0.01976,1.00000,0.00000,-0.00023,0.00000,0.09629
MSFT201016P00095000,MSFT,2020-10-16,95.00,put,0.10,0.18,0.03,10,0.33,1,0,1118,2020-09-09,1.09290,-0.00673,0.00026,-0.01869,0.01266,-0.00162
MSFT201016C00100000,MSFT,2020-10-16,100.00,call,119.31,111.28,109.65,48,112.90,1,0,9,2020-09-09,0.01976,1.00000,0.00000,-0.00025,0.00000,0.10136
MSFT201016P00100000,MSFT,2020-10-16,100.00,put,0.08,0.10,0.03,10,0.16,41,67,1958,2020-09-09,0.95632,-0.00454,0.00021,-0.01152,0.00892,-0.00107
MSFT201016C00105000,MSFT,2020-10-16,105.00,call,103.30,106.33,105.45,8,107.20,8,0,2,2020-09-09,0.80022,0.99796,0.00012,-0.00495,0.00434,0.10596
MSFT201016P00105000,MSFT,2020-10-16,105.00,put,0.04,0.01,0.00,0,0.12,1,1,678,2020-09-09,0.72218,-0.00080,0.00006,-0.00180,0.00184,-0.00018
MSFT201016C00110000,MSFT,2020-10-16,110.00,call,104.00,101.47,100.10,8,102.85,1,0,14,2020-09-09,0.89778,0.99238,0.00035,-0.01740,0.01412,0.10970
MSFT201016P00110000,MSFT,2020-10-16,110.00,put,0.12,0.08,0.01,41,0.14,1,4,705,2020-09-09,0.81974,-0.00425,0.00023,-0.00931,0.00841,-0.00099
MSFT201016C00115000,MSFT,2020-10-16,115.00,call,107.80,96.35,94.70,1,98.00,1,0,23,2020-09-09,0.72218,0.99712,0.00018,-0.00607,0.00594,0.11590
MSFT201016P00115000,MSFT,2020-10-16,115.00,put,0.16,0.12,0.04,1,0.20,1,6,438,2020-09-09,0.80022,-0.00595,0.00031,-0.01227,0.01135,-0.00139
MSFT201016C00120000,MSFT,2020-10-16,120.00,call,89.00,91.35,89.75,1,92.95,1,0,21,2020-09-09,0.68315,0.99664,0.00022,-0.00659,0.00682,0.12086
MSFT201016P00120000,MSFT,2020-10-16,120.00,put,0.20,0.20,0.15,2,0.24,11,46,2844,2020-09-09,0.80022,-0.00943,0.00047,-0.01842,0.01703,-0.00221
MSFT201016C00125000,MSFT,2020-10-16,125.00,call,102.44,86.38,84.85,30,87.90,1,0,12,2020-09-09,0.66364,0.99521,0.00031,-0.00871,0.00937,0.12560
MSFT201016P00125000,MSFT,2020-10-16,125.00,put,0.27,0.20,0.10,11,0.30,16,1,1237,2020-09-09,0.76120,-0.01108,0.00057,-0.02017,0.01961,-0.00259
MSFT201016C00130000,MSFT,2020-10-16,130.00,call,77.30,81.47,79.95,22,83.00,23,0,9,2020-09-09,0.68315,0.99041,0.00056,-0.01627,0.01728,0.12955
MSFT201016P00130000,MSFT,2020-10-16,130.00,put,0.23,0.23,0.14,8,0.32,11,5,4413,2020-09-09,0.72218,-0.01295,0.00069,-0.02190,0.02244,-0.00301
MSFT201016C00135000,MSFT,2020-10-16,135.00,call,78.89,76.55,75.00,1,78.10,1,1,240,2020-09-09,0.68315,0.98495,0.00083,-0.02392,0.02555,0.13334
MSFT201016P00135000,MSFT,2020-10-16,135.00,put,0.30,0.31,0.20,8,0.42,16,12,1869,2020-09-09,0.70267,-0.01723,0.00090,-0.02724,0.02869,-0.00401
MSFT201016C00140000,MSFT,2020-10-16,140.00,call,87.58,71.65,70.75,10,72.55,8,0,47,2020-09-09,0.66364,0.98001,0.00108,-0.02953,0.03255,0.13727
MSFT201016P00140000,MSFT,2020-10-16,140.00,put,0.33,0.39,0.30,1,0.48,97,75,2466,2020-09-09,0.68315,-0.02267,0.00117,-0.03342,0.03621,-0.00528
MSFT201016C00145000,MSFT,2020-10-16,145.00,call,58.85,66.65,65.15,14,68.15,10,0,28,2020-09-09,0.60511,0.97987,0.00120,-0.02713,0.03275,0.14233
MSFT201016P00145000,MSFT,2020-10-16,145.00,put,0.49,0.43,0.38,1,0.48,10,21,3787,2020-09-09,0.64413,-0.02626,0.00141,-0.03565,0.04097,-0.00610
MSFT201016C00150000,MSFT,2020-10-16,150.00,call,63.04,61.80,60.90,8,62.70,10,1,439,2020-09-09,0.60511,0.96961,0.00169,-0.03819,0.04627,0.14501
MSFT201016P00150000,MSFT,2020-10-16,150.00,put,0.48,0.47,0.41,55,0.54,15,321,9088,2020-09-09,0.58560,-0.02673,0.00157,-0.03289,0.04158,-0.00616
MSFT201016C00155000,MSFT,2020-10-16,155.00,call,56.20,56.90,55.30,10,58.50,1,1,394,2020-09-09,0.56608,0.96482,0.00204,-0.04030,0.05220,0.14900
MSFT201016P00155000,MSFT,2020-10-16,155.00,put,0.54,0.55,0.30,1,0.79,11,109,3131,2020-09-09,0.56608,-0.03518,0.00204,-0.03992,0.05220,-0.00811
MSFT201016C00160000,MSFT,2020-10-16,160.00,call,55.00,52.05,51.15,10,52.95,8,4,1751,2020-09-09,0.54657,0.95404,0.00262,-0.04827,0.06485,0.15158
MSFT201016P00160000,MSFT,2020-10-16,160.00,put,0.81,0.77,0.62,21,0.91,16,217,6589,2020-09-09,0.54657,-0.04596,0.00262,-0.04788,0.06485,-0.01060
MSFT201016C00165000,MSFT,2020-10-16,165.00,call,47.70,46.90,45.50,1,48.30,1,1,1421,2020-09-09,0.46853,0.95845,0.00282,-0.03824,0.05979,0.15777
MSFT201016P00165000,MSFT,2020-10-16,165.00,put,0.95,0.91,0.78,9,1.04,4,83,3718,2020-09-09,0.52706,-0.05961,0.00334,-0.05675,0.07973,-0.01375
MSFT201016C00170000,MSFT,2020-10-16,170.00,call,45.20,42.53,41.70,8,43.35,8,19,2090,2020-09-09,0.50755,0.92319,0.00422,-0.06688,0.09697,0.15459
MSFT201016P00170000,MSFT,2020-10-16,170.00,put,1.11,1.18,1.01,9,1.34,3,262,8957,2020-09-09,0.50755,-0.07681,0.00422,-0.06646,0.09697,-0.01773
MSFT201016C00175000,MSFT,2020-10-16,175.00,call,39.90,37.83,37.05,8,38.60,8,36,1888,2020-09-09,0.48804,0.90166,0.00528,-0.07729,0.11663,0.15467
MSFT201016P00175000,MSFT,2020-10-16,175.00,put,1.46,1.56,1.33,5,1.78,9,217,10389,2020-09-09,0.48804,-0.09834,0.00528,-0.07686,0.11663,-0.02271
MSFT201016C00180000,MSFT,2020-10-16,180.00,call,35.30,33.30,32.55,7,34.05,5,22,2306,2020-09-09,0.46853,0.87485,0.00654,-0.08812,0.13860,0.15352
MSFT201016P00180000,MSFT,2020-10-16,180.00,put,1.82,2.04,1.83,7,2.25,12,754,6686,2020-09-09,0.46853,-0.12515,0.00654,-0.08768,0.13860,-0.02893
MSFT201016C00185000,MSFT,2020-10-16,185.00,call,29.90,28.95,28.20,9,29.70,10,50,2073,2020-09-09,0.44901,0.84173,0.00800,-0.09898,0.16252,0.15090
MSFT201016P00185000,MSFT,2020-10-16,185.00,put,2.55,2.62,2.45,9,2.79,8,1320,19079,2020-09-09,0.44901,-0.15827,0.00800,-0.09852,0.16252,-0.03662
MSFT201016C00190000,MSFT,2020-10-16,190.00,call,26.15,24.83,24.10,12,25.55,20,235,3579,2020-09-09,0.42950,0.80114,0.00966,-0.10929,0.18769,0.14652
MSFT201016P00190000,MSFT,2020-10-16,190.00,put,3.30,3.45,3.25,8,3.65,10,954,10829,2020-09-09,0.42950,-0.19886,0.00966,-0.10882,0.18769,-0.04606
MSFT201016C00195000,MSFT,2020-10-16,195.00,call,21.45,21.00,20.40,11,21.60,11,247,2848,2020-09-09,0.42950,0.74401,0.01114,-0.12597,0.21645,0.13799
MSFT201016P00195000,MSFT,2020-10-16,195.00,put,4.21,4.60,4.40,6,4.80,10,712,6928,2020-09-09,0.42950,-0.25599,0.01114,-0.12549,0.21645,-0.05967
MSFT201016C00200000,MSFT,2020-10-16,200.00,call,17.60,17.38,17.00,9,17.75,44,1828,6854,2020-09-09,0.40999,0.68675,0.01285,-0.13240,0.23841,0.12956
MSFT201016P00200000,MSFT,2020-10-16,200.00,put,5.90,6.03,5.80,1,6.25,10,2338,13437,2020-09-09,0.40999,-0.31325,0.01285,-0.13191,0.23841,-0.07316
MSFT201016C00205000,MSFT,2020-10-16,205.00,call,14.20,14.22,14.00,1,14.45,16,909,4548,2020-09-09,0.40999,0.61695,0.01384,-0.14254,0.25676,0.11767
MSFT201016P00205000,MSFT,2020-10-16,205.00,put,7.75,7.83,7.50,7,8.15,13,954,5937,2020-09-09,0.40999,-0.38305,0.01384,-0.14204,0.25676,-0.09012
MSFT201016C00210000,MSFT,2020-10-16,210.00,call,11.55,11.40,11.25,1,11.55,10,4030,43598,2020-09-09,0.40999,0.54494,0.01437,-0.14800,0.26667,0.10493
MSFT201016P00210000,MSFT,2020-10-16,210.00,put,9.75,9.97,9.70,11,10.25,10,1234,37572,2020-09-09,0.39048,-0.45535,0.01509,-0.14047,0.26669,-0.10746
MSFT201016C00215000,MSFT,2020-10-16,215.00,call,9.00,8.88,8.55,14,9.20,14,2431,14515,2020-09-09,0.39048,0.46927,0.01514,-0.14142,0.26758,0.09157
MSFT201016P00215000,MSFT,2020-10-16,215.00,put,11.91,12.52,12.20,11,12.85,14,414,9958,2020-09-09,0.39048,-0.53073,0.01514,-0.14089,0.26758,-0.12636
MSFT201016C00220000,MSFT,2020-10-16,220.00,call,6.95,6.90,6.80,1,7.00,15,4654,10006,2020-09-09,0.39048,0.39665,0.01467,-0.13703,0.25932,0.07796
MSFT201016P00220000,MSFT,2020-10-16,220.00,put,15.80,15.45,15.15,10,15.75,8,246,3209,2020-09-09,0.39048,-0.60335,0.01467,-0.13648,0.25932,-0.14503
MSFT201016C00225000,MSFT,2020-10-16,225.00,call,5.18,5.12,4.90,9,5.35,8,1479,12731,2020-09-09,0.39048,0.32896,0.01377,-0.12855,0.24331,0.06507
MSFT201016P00225000,MSFT,2020-10-16,225.00,put,17.56,18.73,18.25,16,19.20,9,16,6664,2020-09-09,0.37097,-0.68170,0.01430,-0.11993,0.24003,-0.16480
MSFT201016C00230000,MSFT,2020-10-16,230.00,call,3.85,3.85,3.70,11,4.00,10,6275,21730,2020-09-09,0.39048,0.26777,0.01253,-0.11701,0.22151,0.05326
MSFT201016P00230000,MSFT,2020-10-16,230.00,put,20.65,22.40,21.95,13,22.85,12,125,1293,2020-09-09,0.37097,-0.74491,0.01287,-0.10787,0.21606,-0.18215
MSFT201016C00235000,MSFT,2020-10-16,235.00,call,3.10,2.95,2.80,8,3.10,9,1287,5770,2020-09-09,0.39048,0.21401,0.01109,-0.10355,0.19604,0.04278
MSFT201016P00235000,MSFT,2020-10-16,235.00,put,28.20,26.42,25.95,10,26.90,8,12,453,2020-09-09,0.37097,-0.79972,0.01123,-0.09401,0.18849,-0.19798
MSFT201016C00240000,MSFT,2020-10-16,240.00,call,2.23,2.22,2.15,10,2.29,5,12310,16376,2020-09-09,0.39048,0.16805,0.00956,-0.08925,0.16897,0.03374
MSFT201016P00240000,MSFT,2020-10-16,240.00,put,30.24,30.93,30.10,8,31.75,13,7,402,2020-09-09,0.39048,-0.83195,0.00956,-0.08865,0.16897,-0.20953
MSFT201016C00245000,MSFT,2020-10-16,245.00,call,1.85,1.63,1.48,12,1.78,10,390,3255,2020-09-09,0.39048,0.12971,0.00804,-0.07504,0.14209,0.02614
MSFT201016P00245000,MSFT,2020-10-16,245.00,put,39.81,35.23,34.50,7,35.95,13,0,61,2020-09-09,0.39048,-0.87029,0.00804,-0.07444,0.14209,-0.22219
MSFT201016C00250000,MSFT,2020-10-16,250.00,call,1.26,1.35,1.25,1,1.45,13,1726,17073,2020-09-09,0.40999,0.11070,0.00685,-0.07046,0.12707,0.02229
MSFT201016P00250000,MSFT,2020-10-16,250.00,put,39.00,39.83,39.10,11,40.55,12,1,920,2020-09-09,0.39048,-0.90152,0.00661,-0.06104,0.11675,-0.23349
MSFT201016C00255000,MSFT,2020-10-16,255.00,call,1.07,1.02,0.81,16,1.23,10,243,3815,2020-09-09,0.40999,0.08464,0.00562,-0.05786,0.10435,0.01710
MSFT201016P00255000,MSFT,2020-10-16,255.00,put,44.00,44.70,42.85,42,46.55,25,1,7,2020-09-09,0.40999,-0.91536,0.00562,-0.05723,0.10435,-0.24137
MSFT201016C00260000,MSFT,2020-10-16,260.00,call,0.80,0.90,0.80,4,1.00,60,528,9646,2020-09-09,0.42950,0.07381,0.00484,-0.05464,0.09407,0.01489
MSFT201016P00260000,MSFT,2020-10-16,260.00,put,56.00,49.40,47.70,20,51.10,1,0,16,2020-09-09,0.40999,-0.93615,0.00453,-0.04600,0.08412,-0.25060
MSFT201016C00265000,MSFT,2020-10-16,265.00,call,0.77,0.74,0.67,5,0.81,18,147,1238,2020-09-09,0.44901,0.06524,0.00421,-0.05193,0.08554,0.01315
MSFT201016P00265000,MSFT,2020-10-16,265.00,put,39.85,54.05,52.90,1,55.20,8,0,2,2020-09-09,0.39048,-0.96071,0.00323,-0.02951,0.05714,-0.26059
MSFT201016C00270000,MSFT,2020-10-16,270.00,call,0.64,0.67,0.60,5,0.73,41,103,1090,2020-09-09,0.44901,0.05019,0.00342,-0.04225,0.06960,0.01014
MSFT201016P00270000,MSFT,2020-10-16,270.00,put,43.17,59.35,57.80,1,60.90,24,0,2,2020-09-09,0.44901,-0.94981,0.00342,-0.04159,0.06960,-0.26353
MSFT201016C00275000,MSFT,2020-10-16,275.00,call,0.55,0.55,0.41,21,0.69,109,187,913,2020-09-09,0.46853,0.04537,0.00303,-0.04066,0.06419,0.00915
MSFT201016P00275000,MSFT,2020-10-16,275.00,put,0.00,64.20,62.65,19,65.75,26,0,0,2020-09-09,0.46853,-0.95463,0.00303,-0.03998,0.06419,-0.26959
MSFT201016C00280000,MSFT,2020-10-16,280.00,call,0.48,0.48,0.35,10,0.62,11,460,2783,2020-09-09,0.48804,0.04148,0.00270,-0.03940,0.05971,0.00835
MSFT201016P00280000,MSFT,2020-10-16,280.00,put,54.21,69.22,67.70,1,70.75,8,0,3,2020-09-09,0.48804,-0.95852,0.00270,-0.03871,0.05971,-0.27545
MSFT201016C00285000,MSFT,2020-10-16,285.00,call,0.46,0.51,0.43,1,0.58,17,40,1043,2020-09-09,0.50755,0.03832,0.00244,-0.03842,0.05598,0.00771
MSFT201016P00285000,MSFT,2020-10-16,285.00,put,78.75,74.47,73.25,10,75.70,10,0,2,2020-09-09,0.54657,-0.94867,0.00286,-0.05165,0.07084,-0.27864
MSFT201016C00290000,MSFT,2020-10-16,290.00,call,0.41,0.36,0.26,22,0.46,20,44,1060,2020-09-09,0.50755,0.03018,0.00200,-0.03157,0.04600,0.00608
MSFT201016P00290000,MSFT,2020-10-16,290.00,put,77.16,79.12,77.60,23,80.65,10,1,1,2020-09-09,0.52706,-0.96427,0.00222,-0.03696,0.05287,-0.28677
MSFT201016C00295000,MSFT,2020-10-16,295.00,call,0.35,0.01,0.00,0,0.51,8,43,554,2020-09-09,0.35146,0.00172,0.00023,-0.00177,0.00371,0.00036
MSFT201016P00295000,MSFT,2020-10-16,295.00,put,0.00,84.08,83.20,10,84.95,10,0,0,2020-09-09,0.52706,-0.97157,0.00184,-0.03046,0.04377,-0.29330
MSFT201016C00300000,MSFT,2020-10-16,300.00,call,0.37,0.38,0.37,2,0.38,8,1585,7751,2020-09-09,0.54657,0.02700,0.00170,-0.03098,0.04193,0.00542
MSFT201016P00300000,MSFT,2020-10-16,300.00,put,87.12,89.10,87.55,1,90.65,34,1,3,2020-09-09,0.56608,-0.96816,0.00188,-0.03606,0.04809,-0.29771
MSFT201023C00200000,MSFT,2020-10-23,200.00,call,19.71,18.93,18.10,10,19.75,8,39,105,2020-09-09,0.42950,0.67131,0.01148,-0.12976,0.26525,0.14845
MSFT201023P00200000,MSFT,2020-10-23,200.00,put,7.15,6.88,6.05,1,7.70,8,42,2775,2020-09-09,0.40999,-0.32358,0.01194,-0.12261,0.26356,-0.09070
MSFT201023C00205000,MSFT,2020-10-23,205.00,call,16.05,15.83,15.05,10,16.60,9,118,234,2020-09-09,0.42950,0.60948,0.01218,-0.13771,0.28157,0.13621
MSFT201023P00205000,MSFT,2020-10-23,205.00,put,8.10,9.20,7.90,9,10.50,10,71,103,2020-09-09,0.42950,-0.39052,0.01218,-0.13720,0.28157,-0.11088
MSFT201023C00207500,MSFT,2020-10-23,207.50,call,15.16,14.48,13.80,8,15.15,6,135,295,2020-09-09,0.42950,0.57796,0.01242,-0.14037,0.28706,0.12980
MSFT201023P00207500,MSFT,2020-10-23,207.50,put,9.70,9.82,8.90,1,10.75,10,26,48,2020-09-09,0.40999,-0.42110,0.01300,-0.13343,0.28692,-0.11940
MSFT201023C00210000,MSFT,2020-10-23,210.00,call,13.58,13.28,12.50,10,14.05,12,258,257,2020-09-09,0.42950,0.54631,0.01258,-0.14213,0.29069,0.12325
MSFT201023P00210000,MSFT,2020-10-23,210.00,put,11.10,11.18,10.05,1,12.30,8,57,54,2020-09-09,0.40999,-0.45424,0.01318,-0.13519,0.29074,-0.12933
MSFT201023C00212500,MSFT,2020-10-23,212.50,call,12.50,12.03,11.50,8,12.55,10,140,111,2020-09-09,0.42950,0.51476,0.01265,-0.14298,0.29246,0.11663
MSFT201023P00212500,MSFT,2020-10-23,212.50,put,12.24,12.62,11.25,1,14.00,4,9,28,2020-09-09,0.40999,-0.48731,0.01326,-0.13600,0.29252,-0.13934
MSFT201023C00215000,MSFT,2020-10-23,215.00,call,10.77,10.68,10.00,10,11.35,10,311,277,2020-09-09,0.42950,0.48347,0.01265,-0.14294,0.29241,0.10999
MSFT201023P00215000,MSFT,2020-10-23,215.00,put,14.26,13.70,12.60,1,14.80,10,16,33,2020-09-09,0.39048,-0.52384,0.01390,-0.12932,0.29214,-0.14965
MSFT201023C00217500,MSFT,2020-10-23,217.50,call,10.00,9.52,8.85,4,10.20,10,159,216,2020-09-09,0.40999,0.44767,0.01315,-0.13539,0.29014,0.10279
MSFT201023P00217500,MSFT,2020-10-23,217.50,put,21.84,15.40,14.00,1,16.80,11,0,49,2020-09-09,0.40999,-0.55233,0.01315,-0.13485,0.29014,-0.15937
MSFT201023C00220000,MSFT,2020-10-23,220.00,call,8.80,8.52,7.85,4,9.20,11,155,285,2020-09-09,0.40999,0.41611,0.01297,-0.13352,0.28617,0.09589
MSFT201023P00220000,MSFT,2020-10-23,220.00,put,17.00,16.88,15.45,1,18.30,10,1,68,2020-09-09,0.40999,-0.58389,0.01297,-0.13298,0.28617,-0.16929
MSFT201023C00222500,MSFT,2020-10-23,222.50,call,8.00,6.88,5.50,34,8.25,10,45,86,2020-09-09,0.39048,0.37725,0.01326,-0.12384,0.27870,0.08769
MSFT201023P00222500,MSFT,2020-10-23,222.50,put,17.77,18.27,17.05,1,19.50,6,2,3,2020-09-09,0.39048,-0.62275,0.01326,-0.12330,0.27870,-0.18050
MSFT201023C00225000,MSFT,2020-10-23,225.00,call,6.58,6.57,5.85,1,7.30,1,143,146,2020-09-09,0.40999,0.35580,0.01239,-0.12751,0.27333,0.08253
MSFT201023P00225000,MSFT,2020-10-23,225.00,put,25.27,20.40,19.60,10,21.20,9,0,11,2020-09-09,0.40999,-0.64420,0.01239,-0.12696,0.27333,-0.18868
MSFT201023C00227500,MSFT,2020-10-23,227.50,call,7.09,5.75,4.50,1,7.00,10,15,148,2020-09-09,0.40999,0.32731,0.01200,-0.12352,0.26480,0.07615
MSFT201023P00227500,MSFT,2020-10-23,227.50,put,22.09,22.12,21.30,10,22.95,12,0,25,2020-09-09,0.40999,-0.67269,0.01200,-0.12296,0.26480,-0.19807
MSFT201023C00230000,MSFT,2020-10-23,230.00,call,5.47,5.12,3.85,1,6.40,24,242,340,2020-09-09,0.40999,0.30010,0.01156,-0.11900,0.25510,0.07002
MSFT201023P00230000,MSFT,2020-10-23,230.00,put,24.32,23.93,23.10,10,24.75,10,6,11,2020-09-09,0.40999,-0.69990,0.01156,-0.11843,0.25510,-0.20721
MSFT201023C00232500,MSFT,2020-10-23,232.50,call,5.00,4.33,3.35,25,5.30,10,67,208,2020-09-09,0.39048,0.26206,0.01137,-0.10614,0.23892,0.06162
MSFT201023P00232500,MSFT,2020-10-23,232.50,put,31.58,25.85,25.00,8,26.70,14,0,11,2020-09-09,0.40999,-0.72577,0.01108,-0.11344,0.24444,-0.21609
MSFT201023C00235000,MSFT,2020-10-23,235.00,call,4.30,4.40,4.10,1,4.70,10,94,235,2020-09-09,0.40999,0.24977,0.01056,-0.10868,0.23301,0.05858
MSFT201023P00235000,MSFT,2020-10-23,235.00,put,0.00,27.82,27.00,10,28.65,10,0,0,2020-09-09,0.40999,-0.75023,0.01056,-0.10810,0.23301,-0.22468
MSFT201023C00237500,MSFT,2020-10-23,237.50,call,4.25,3.32,2.44,25,4.20,11,1,13,2020-09-09,0.39048,0.21362,0.01016,-0.09486,0.21355,0.05047
MSFT201023P00237500,MSFT,2020-10-23,237.50,put,37.40,29.82,29.00,10,30.65,1,0,2,2020-09-09,0.40999,-0.77323,0.01002,-0.10248,0.22099,-0.23296
