contract_id,underlying_ticker,expiration,strike,option_type,last_price,mark_price,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho,data_source
NVDA210618C00560000,NVDA,2021-06-18,560.0,call,91.08,91.65,90.5,1,92.8,7,550,1388,2021-05-28,0.40999,0.9408,0.00184,-0.18006,0.18372,0.29908,alpha_vantage
NVDA210618P00560000,NVDA,2021-06-18,560.0,put,1.24,1.25,1.2,11,1.3,3,751,4352,2021-05-28,0.39048,-0.05105,0.00172,-0.1519,0.16343,-0.01986,alpha_vantage
NVDA210618C00565000,NVDA,2021-06-18,565.0,call,85.0,86.65,85.95,1,87.35,6,35,573,2021-05-28,0.39048,0.9382,0.002,-0.17737,0.19,0.30098,alpha_vantage
NVDA210618P00565000,NVDA,2021-06-18,565.0,put,1.47,1.48,1.41,6,1.56,11,187,962,2021-05-28,0.37097,-0.05304,0.00187,-0.14876,0.16848,-0.0206,alpha_vantage
NVDA210618C00570000,NVDA,2021-06-18,570.0,call,81.2,81.95,81.45,2,82.45,10,129,693,2021-05-28,0.39048,0.92588,0.00231,-0.20399,0.21865,0.29902,alpha_vantage
NVDA210618P00570000,NVDA,2021-06-18,570.0,put,1.73,1.73,1.66,5,1.79,14,545,2220,2021-05-28,0.37097,-0.06463,0.00218,-0.17372,0.19675,-0.02513,alpha_vantage
NVDA210618C00575000,NVDA,2021-06-18,575.0,call,77.45,77.10,76.35,9,77.85,9,52,993,2021-05-28,0.37097,0.92203,0.00252,-0.20143,0.22724,0.30045,alpha_vantage
NVDA210618P00575000,NVDA,2021-06-18,575.0,put,2.01,2.01,1.94,8,2.08,5,308,1071,2021-05-28,0.37097,-0.07797,0.00252,-0.20064,0.22724,-0.03036,alpha_vantage
NVDA210618C00577500,NVDA,2021-06-18,577.5,call,53.82,74.68,73.9,10,75.45,8,0,16,2021-05-28,0.37097,0.91467,0.0027,-0.21555,0.24323,0.299,alpha_vantage
NVDA210618P00577500,NVDA,2021-06-18,577.5,put,2.2,2.18,2.1,9,2.26,7,30,66,2021-05-28,0.37097,-0.08533,0.0027,-0.21475,0.24323,-0.03325,alpha_vantage
NVDA210618C00580000,NVDA,2021-06-18,580.0,call,72.46,72.50,71.9,1,73.1,6,161,1619,2021-05-28,0.37097,0.90684,0.00288,-0.23005,0.25965,0.29736,alpha_vantage
NVDA210618P00580000,NVDA,2021-06-18,580.0,put,2.36,2.40,2.31,16,2.48,13,621,2082,2021-05-28,0.37097,-0.09316,0.00288,-0.22925,0.25965,-0.03633,alpha_vantage
NVDA210618C00582500,NVDA,2021-06-18,582.5,call,70.14,70.12,69.1,1,71.15,1,3,4,2021-05-28,0.37097,0.89853,0.00307,-0.24489,0.27646,0.29553,alpha_vantage
NVDA210618P00582500,NVDA,2021-06-18,582.5,put,2.6,2.58,2.49,36,2.67,11,29,659,2021-05-28,0.35146,-0.09027,0.00297,-0.21218,0.25366,-0.03511,alpha_vantage
NVDA210618C00585000,NVDA,2021-06-18,585.0,call,68.0,67.95,67.35,1,68.55,1,32,587,2021-05-28,0.37097,0.88973,0.00326,-0.26001,0.29359,0.2935,alpha_vantage
NVDA210618P00585000,NVDA,2021-06-18,585.0,put,2.84,2.82,2.73,22,2.91,5,217,691,2021-05-28,0.35146,-0.09882,0.00318,-0.22682,0.27117,-0.03847,alpha_vantage
NVDA210618C00587500,NVDA,2021-06-18,587.5,call,65.46,65.70,64.9,13,66.5,14,3,6,2021-05-28,0.37097,0.88043,0.00345,-0.27537,0.31098,0.29127,alpha_vantage
NVDA210618P00587500,NVDA,2021-06-18,587.5,put,3.05,3.05,2.95,21,3.15,18,18,32,2021-05-28,0.35146,-0.10791,0.00339,-0.24179,0.28906,-0.04204,alpha_vantage
NVDA210618C00590000,NVDA,2021-06-18,590.0,call,63.3,63.48,63.0,6,63.95,8,68,705,2021-05-28,0.37097,0.87064,0.00365,-0.29091,0.32858,0.28884,alpha_vantage
NVDA210618P00590000,NVDA,2021-06-18,590.0,put,3.3,3.30,3.2,39,3.4,12,476,1049,2021-05-28,0.35146,-0.11755,0.0036,-0.25701,0.30727,-0.04583,alpha_vantage
NVDA210618C00592500,NVDA,2021-06-18,592.5,call,60.42,61.17,60.45,17,61.9,11,4,5,2021-05-28,0.35146,0.87227,0.00382,-0.27325,0.32571,0.29104,alpha_vantage
NVDA210618P00592500,NVDA,2021-06-18,592.5,put,3.5,3.60,3.5,47,3.7,11,21,53,2021-05-28,0.35146,-0.12773,0.00382,-0.27244,0.32571,-0.04984,alpha_vantage
NVDA210618C00595000,NVDA,2021-06-18,595.0,call,59.45,58.98,58.5,1,59.45,2,67,1024,2021-05-28,0.35146,0.86153,0.00403,-0.28881,0.34432,0.28825,alpha_vantage
NVDA210618P00595000,NVDA,2021-06-18,595.0,put,3.94,3.92,3.8,35,4.05,27,170,611,2021-05-28,0.35146,-0.13847,0.00403,-0.28799,0.34432,-0.05407,alpha_vantage
NVDA210618C00597500,NVDA,2021-06-18,597.5,call,47.77,56.95,56.3,1,57.6,10,1,14,2021-05-28,0.35146,0.85025,0.00425,-0.30444,0.363,0.28523,alpha_vantage
NVDA210618P00597500,NVDA,2021-06-18,597.5,put,4.85,4.28,4.15,32,4.4,27,29,107,2021-05-28,0.35146,-0.14975,0.00425,-0.30362,0.363,-0.05852,alpha_vantage
NVDA210618C00600000,NVDA,2021-06-18,600.0,call,55.1,54.50,54.0,1,55.0,1,1886,6958,2021-05-28,0.35146,0.83841,0.00447,-0.32005,0.38167,0.28199,alpha_vantage
NVDA210618P00600000,NVDA,2021-06-18,600.0,put,4.6,4.62,4.5,30,4.75,4,1687,7168,2021-05-28,0.35146,-0.16159,0.00447,-0.31923,0.38167,-0.0632,alpha_vantage
NVDA210618C00602500,NVDA,2021-06-18,602.5,call,49.55,52.75,52.1,1,53.4,8,8,28,2021-05-28,0.35146,0.82604,0.00469,-0.33559,0.40024,0.27853,alpha_vantage
NVDA210618P00602500,NVDA,2021-06-18,602.5,put,5.59,5.05,4.95,31,5.15,10,130,191,2021-05-28,0.35146,-0.17396,0.00469,-0.33476,0.40024,-0.0681,alpha_vantage
NVDA210618C00605000,NVDA,2021-06-18,605.0,call,49.52,50.67,50.05,2,51.3,8,61,467,2021-05-28,0.35146,0.81314,0.0049,-0.35096,0.41862,0.27486,alpha_vantage
NVDA210618P00605000,NVDA,2021-06-18,605.0,put,5.5,5.47,5.35,28,5.6,25,398,531,2021-05-28,0.35146,-0.18686,0.0049,-0.35013,0.41862,-0.07322,alpha_vantage
NVDA210618C00607500,NVDA,2021-06-18,607.5,call,37.44,48.38,47.9,6,48.85,1,4,70,2021-05-28,0.35146,0.79971,0.00512,-0.36609,0.43672,0.27096,alpha_vantage
NVDA210618P00607500,NVDA,2021-06-18,607.5,put,6.02,5.92,5.8,26,6.05,1,27,214,2021-05-28,0.33194,-0.18803,0.00521,-0.33195,0.42023,-0.07348,alpha_vantage
NVDA210618C00610000,NVDA,2021-06-18,610.0,call,46.8,46.40,45.95,15,46.85,2,199,867,2021-05-28,0.35146,0.78579,0.00532,-0.3809,0.45443,0.26686,alpha_vantage
NVDA210618P00610000,NVDA,2021-06-18,610.0,put,6.44,6.42,6.3,24,6.55,1,265,805,2021-05-28,0.33194,-0.20225,0.00545,-0.34699,0.43928,-0.07911,alpha_vantage
NVDA210618C00612500,NVDA,2021-06-18,612.5,call,39.15,44.45,43.95,11,44.95,2,25,40,2021-05-28,0.35146,0.77137,0.00552,-0.39532,0.47168,0.26255,alpha_vantage
NVDA210618P00612500,NVDA,2021-06-18,612.5,put,6.85,6.97,6.8,26,7.15,19,144,99,2021-05-28,0.33194,-0.21703,0.00568,-0.36169,0.45789,-0.08498,alpha_vantage
NVDA210618C00615000,NVDA,2021-06-18,615.0,call,42.6,42.60,42.15,13,43.05,1,121,642,2021-05-28,0.35146,0.75649,0.00572,-0.40927,0.48836,0.25805,alpha_vantage
NVDA210618P00615000,NVDA,2021-06-18,615.0,put,7.55,7.58,7.45,22,7.7,20,585,726,2021-05-28,0.33194,-0.23236,0.0059,-0.37596,0.47597,-0.09106,alpha_vantage
NVDA210618C00617500,NVDA,2021-06-18,617.5,call,40.0,40.75,40.35,1,41.15,1,28,36,2021-05-28,0.35146,0.74116,0.00591,-0.42267,0.50438,0.25336,alpha_vantage
NVDA210618P00617500,NVDA,2021-06-18,617.5,put,8.1,8.20,8.05,21,8.35,19,114,152,2021-05-28,0.33194,-0.24821,0.00612,-0.38971,0.49339,-0.09737,alpha_vantage
NVDA210618C00620000,NVDA,2021-06-18,620.0,call,39.05,38.72,38.15,2,39.3,2,963,1713,2021-05-28,0.33194,0.73545,0.00633,-0.40372,0.51006,0.25282,alpha_vantage
NVDA210618P00620000,NVDA,2021-06-18,620.0,put,8.75,8.85,8.7,18,9.0,14,731,1103,2021-05-28,0.33194,-0.26455,0.00633,-0.40287,0.51006,-0.10389,alpha_vantage
NVDA210618C00622500,NVDA,2021-06-18,622.5,call,36.7,37.17,36.85,2,37.5,2,234,297,2021-05-28,0.33194,0.71866,0.00652,-0.41621,0.52587,0.24754,alpha_vantage
NVDA210618P00622500,NVDA,2021-06-18,622.5,put,9.42,9.57,9.4,47,9.75,14,316,259,2021-05-28,0.33194,-0.28134,0.00652,-0.41536,0.52587,-0.1106,alpha_vantage
NVDA210618C00625000,NVDA,2021-06-18,625.0,call,35.1,35.28,34.85,2,35.7,5,646,2279,2021-05-28,0.33194,0.70143,0.00671,-0.42794,0.54074,0.24208,alpha_vantage
NVDA210618P00625000,NVDA,2021-06-18,625.0,put,10.24,10.32,10.15,15,10.5,8,609,1689,2021-05-28,0.33194,-0.29857,0.00671,-0.42709,0.54074,-0.11749,alpha_vantage
NVDA210618C00630000,NVDA,2021-06-18,630.0,call,32.23,31.98,31.7,9,32.25,1,1521,1768,2021-05-28,0.33194,0.66583,0.00703,-0.44888,0.56726,0.23066,alpha_vantage
NVDA210618P00630000,NVDA,2021-06-18,630.0,put,11.85,12.00,11.8,12,12.2,11,756,497,2021-05-28,0.33194,-0.33417,0.00703,-0.44801,0.56726,-0.13179,alpha_vantage
NVDA210618C00635000,NVDA,2021-06-18,635.0,call,28.92,28.83,28.55,19,29.1,2,972,788,2021-05-28,0.33194,0.62898,0.0073,-0.46603,0.589,0.21866,alpha_vantage
NVDA210618P00635000,NVDA,2021-06-18,635.0,put,13.75,13.85,13.6,18,14.1,2,528,196,2021-05-28,0.33194,-0.37102,0.0073,-0.46516,0.589,-0.14667,alpha_vantage
NVDA210618C00640000,NVDA,2021-06-18,640.0,call,26.07,25.75,25.4,3,26.1,1,2323,1770,2021-05-28,0.33194,0.5912,0.00751,-0.47901,0.60546,0.2062,alpha_vantage
NVDA210618P00640000,NVDA,2021-06-18,640.0,put,15.87,15.95,15.75,3,16.15,10,700,326,2021-05-28,0.33194,-0.4088,0.00751,-0.47814,0.60546,-0.162,alpha_vantage
NVDA210618C00645000,NVDA,2021-06-18,645.0,call,23.5,23.00,22.6,3,23.4,2,1229,967,2021-05-28,0.33194,0.55287,0.00764,-0.48756,0.61632,0.19343,alpha_vantage
NVDA210618P00645000,NVDA,2021-06-18,645.0,put,18.18,18.15,17.85,6,18.45,1,357,123,2021-05-28,0.33194,-0.44713,0.00764,-0.48668,0.61632,-0.17766,alpha_vantage
NVDA210618C00650000,NVDA,2021-06-18,650.0,call,20.84,20.75,20.55,1,20.95,1,4518,5045,2021-05-28,0.33194,0.51433,0.00771,-0.49153,0.62138,0.18046,alpha_vantage
NVDA210618P00650000,NVDA,2021-06-18,650.0,put,20.47,20.55,20.15,5,20.95,2,602,652,2021-05-28,0.33194,-0.48567,0.00771,-0.49064,0.62138,-0.1935,alpha_vantage
NVDA210618C00655000,NVDA,2021-06-18,655.0,call,18.58,18.30,18.0,2,18.6,2,1237,463,2021-05-28,0.33194,0.47595,0.0077,-0.49093,0.62065,0.16745,alpha_vantage
NVDA210618P00655000,NVDA,2021-06-18,655.0,put,23.19,23.35,23.0,1,23.7,1,55,46,2021-05-28,0.33194,-0.52405,0.0077,-0.49003,0.62065,-0.20939,alpha_vantage
NVDA210618C00660000,NVDA,2021-06-18,660.0,call,16.55,16.38,16.15,1,16.6,1,1964,1461,2021-05-28,0.33194,0.43808,0.00762,-0.48586,0.61428,0.15452,alpha_vantage
NVDA210618P00660000,NVDA,2021-06-18,660.0,put,26.1,26.23,25.85,6,26.6,1,77,141,2021-05-28,0.33194,-0.56192,0.00762,-0.48495,0.61428,-0.2252,alpha_vantage
NVDA210618C00665000,NVDA,2021-06-18,665.0,call,14.61,14.43,14.25,8,14.6,2,258,423,2021-05-28,0.33194,0.40105,0.00747,-0.47657,0.60256,0.14179,alpha_vantage
NVDA210618P00665000,NVDA,2021-06-18,665.0,put,29.21,29.32,28.9,14,29.75,1,24,99,2021-05-28,0.33194,-0.59895,0.00747,-0.47565,0.60256,-0.2408,alpha_vantage
NVDA210618C00670000,NVDA,2021-06-18,670.0,call,12.82,12.78,12.65,5,12.9,10,828,1094,2021-05-28,0.33194,0.36516,0.00727,-0.46339,0.58592,0.12939,alpha_vantage
NVDA210618P00670000,NVDA,2021-06-18,670.0,put,32.7,32.67,32.25,6,33.1,1,161,158,2021-05-28,0.33194,-0.63484,0.00727,-0.46247,0.58592,-0.25608,alpha_vantage
NVDA210618C00675000,NVDA,2021-06-18,675.0,call,11.38,11.28,11.15,35,11.4,4,1658,1474,2021-05-28,0.33194,0.33066,0.00701,-0.44674,0.56489,0.11741,alpha_vantage
NVDA210618P00675000,NVDA,2021-06-18,675.0,put,36.15,36.12,35.65,19,36.6,1,29,69,2021-05-28,0.33194,-0.66934,0.00701,-0.44581,0.56489,-0.27094,alpha_vantage
NVDA210618C00680000,NVDA,2021-06-18,680.0,call,9.96,9.95,9.85,5,10.05,1,862,1059,2021-05-28,0.35146,0.30968,0.00644,-0.46017,0.54961,0.10978,alpha_vantage
NVDA210618P00680000,NVDA,2021-06-18,680.0,put,39.8,39.83,39.35,1,40.3,1,17,89,2021-05-28,0.33194,-0.70221,0.0067,-0.42618,0.54009,-0.28528,alpha_vantage
NVDA210618C00685000,NVDA,2021-06-18,685.0,call,8.88,8.80,8.7,5,8.9,16,565,646,2021-05-28,0.35146,0.27973,0.00614,-0.43906,0.52441,0.09934,alpha_vantage
NVDA210618P00685000,NVDA,2021-06-18,685.0,put,43.42,43.62,43.15,3,44.1,1,15,45,2021-05-28,0.33194,-0.73329,0.00635,-0.40408,0.51217,-0.29904,alpha_vantage
NVDA210618C00690000,NVDA,2021-06-18,690.0,call,7.83,7.72,7.6,16,7.85,44,562,1441,2021-05-28,0.35146,0.25145,0.00582,-0.41594,0.4968,0.08946,alpha_vantage
NVDA210618P00690000,NVDA,2021-06-18,690.0,put,50.46,47.62,47.0,12,48.25,13,1,55,2021-05-28,0.35146,-0.74855,0.00582,-0.41499,0.4968,-0.30751,alpha_vantage
NVDA210618C00695000,NVDA,2021-06-18,695.0,call,6.91,6.85,6.75,2,6.95,16,486,139,2021-05-28,0.35146,0.22495,0.00547,-0.39129,0.46738,0.08017,alpha_vantage
NVDA210618P00695000,NVDA,2021-06-18,695.0,put,69.25,51.72,51.15,8,52.3,19,4,7,2021-05-28,0.35146,-0.77505,0.00547,-0.39034,0.46738,-0.31969,alpha_vantage
NVDA210618C00700000,NVDA,2021-06-18,700.0,call,6.1,6.03,5.95,5,6.1,48,8596,6836,2021-05-28,0.35146,0.20028,0.00512,-0.36561,0.43671,0.07149,alpha_vantage
NVDA210618P00700000,NVDA,2021-06-18,700.0,put,55.98,55.88,55.35,7,56.4,1,51,163,2021-05-28,0.35146,-0.79972,0.00512,-0.36465,0.43671,-0.33124,alpha_vantage
NVDA210618C00705000,NVDA,2021-06-18,705.0,call,5.4,5.38,5.25,19,5.5,27,302,173,2021-05-28,0.35146,0.17747,0.00475,-0.33934,0.40535,0.06344,alpha_vantage
NVDA210618P00705000,NVDA,2021-06-18,705.0,put,82.35,60.25,59.65,6,60.85,8,0,6,2021-05-28,0.35146,-0.82253,0.00475,-0.33838,0.40535,-0.34217,alpha_vantage
NVDA210618C00710000,NVDA,2021-06-18,710.0,call,4.78,4.75,4.65,19,4.85,48,2318,357,2021-05-28,0.37097,0.17074,0.00439,-0.34947,0.3955,0.06091,alpha_vantage
NVDA210618P00710000,NVDA,2021-06-18,710.0,put,99.45,64.70,64.0,11,65.4,22,0,5,2021-05-28,0.35146,-0.84348,0.00438,-0.31194,0.37379,-0.35245,alpha_vantage
NVDA210618C00715000,NVDA,2021-06-18,715.0,call,4.3,4.25,4.15,2,4.35,26,151,146,2021-05-28,0.37097,0.15148,0.00406,-0.3232,0.36578,0.05411,alpha_vantage
NVDA210618P00715000,NVDA,2021-06-18,715.0,put,119.9,69.10,68.4,11,69.8,10,0,0,2021-05-28,0.35146,-0.86261,0.00401,-0.28573,0.34249,-0.36211,alpha_vantage
NVDA210618C00720000,NVDA,2021-06-18,720.0,call,3.75,3.80,3.7,2,3.9,18,281,1251,2021-05-28,0.37097,0.13384,0.00373,-0.29723,0.33639,0.04787,alpha_vantage
NVDA210618P00720000,NVDA,2021-06-18,720.0,put,73.59,73.70,72.95,5,74.45,11,4,87,2021-05-28,0.37097,-0.86616,0.00373,-0.29625,0.33639,-0.36636,alpha_vantage
NVDA210618C00725000,NVDA,2021-06-18,725.0,call,3.39,3.38,3.3,2,3.45,23,614,176,2021-05-28,0.37097,0.11777,0.00341,-0.27186,0.30768,0.04218,alpha_vantage
NVDA210618P00725000,NVDA,2021-06-18,725.0,put,78.75,78.12,77.5,3,78.75,6,8,1,2021-05-28,0.37097,-0.88223,0.00341,-0.27086,0.30768,-0.37493,alpha_vantage
NVDA210618C00730000,NVDA,2021-06-18,730.0,call,3.05,3.05,2.95,16,3.15,4,115,212,2021-05-28,0.39048,0.1159,0.00321,-0.28292,0.3042,0.04142,alpha_vantage
NVDA210618P00730000,NVDA,2021-06-18,730.0,put,0.0,82.68,81.65,4,83.7,5,0,0,2021-05-28,0.37097,-0.89679,0.00311,-0.24631,0.2799,-0.38298,alpha_vantage
NVDA210618C00735000,NVDA,2021-06-18,735.0,call,2.77,2.75,2.67,1,2.83,24,123,264,2021-05-28,0.39048,0.10229,0.00293,-0.25861,0.27807,0.0366,alpha_vantage
NVDA210618P00735000,NVDA,2021-06-18,735.0,put,140.7,87.88,86.95,8,88.8,1,0,2,2021-05-28,0.39048,-0.89771,0.00293,-0.25761,0.27807,-0.38626,alpha_vantage
NVDA210618C00740000,NVDA,2021-06-18,740.0,call,2.49,2.48,2.41,26,2.55,26,306,700,2021-05-28,0.39048,0.08996,0.00267,-0.2353,0.25301,0.03222,alpha_vantage
NVDA210618P00740000,NVDA,2021-06-18,740.0,put,116.25,92.65,91.75,9,93.55,1,0,67,2021-05-28,0.39048,-0.91004,0.00267,-0.23429,0.25301,-0.39352,alpha_vantage
NVDA210618C00745000,NVDA,2021-06-18,745.0,call,2.2,2.26,2.19,37,2.34,28,12,80,2021-05-28,0.39048,0.07884,0.00242,-0.21312,0.22916,0.02827,alpha_vantage
NVDA210618P00745000,NVDA,2021-06-18,745.0,put,122.2,97.33,96.4,8,98.25,4,0,1,2021-05-28,0.39048,-0.92116,0.00242,-0.2121,0.22916,-0.40035,alpha_vantage
NVDA210618C00750000,NVDA,2021-06-18,750.0,call,2.09,2.08,2.02,1,2.13,50,590,610,2021-05-28,0.40999,0.0794,0.00231,-0.22497,0.23039,0.02841,alpha_vantage
NVDA210618P00750000,NVDA,2021-06-18,750.0,put,152.3,102.10,101.05,1,103.15,1,0,4,2021-05-28,0.39048,-0.93114,0.00218,-0.19115,0.20664,-0.40678,alpha_vantage
NVDA210618C00755000,NVDA,2021-06-18,755.0,call,1.88,1.89,1.83,19,1.95,17,13,101,2021-05-28,0.40999,0.06988,0.0021,-0.20407,0.20899,0.02503,alpha_vantage
NVDA210618P00755000,NVDA,2021-06-18,755.0,put,0.0,107.18,106.15,6,108.2,1,0,0,2021-05-28,0.40999,-0.93012,0.0021,-0.20304,0.20899,-0.40934,alpha_vantage
NVDA210618C00760000,NVDA,2021-06-18,760.0,call,1.77,1.73,1.67,9,1.8,21,30,616,2021-05-28,0.40999,0.06132,0.0019,-0.1844,0.18884,0.02198,alpha_vantage
NVDA210618P00760000,NVDA,2021-06-18,760.0,put,203.95,111.78,110.8,1,112.75,1,0,30,2021-05-28,0.40999,-0.93868,0.0019,-0.18335,0.18884,-0.41526,alpha_vantage
NVDA210618C00765000,NVDA,2021-06-18,765.0,call,1.62,1.59,1.53,8,1.65,12,18,55,2021-05-28,0.4295,0.06267,0.00184,-0.19648,0.19208,0.02242,alpha_vantage
NVDA210618P00765000,NVDA,2021-06-18,765.0,put,208.6,116.72,115.8,6,117.65,1,0,5,2021-05-28,0.40999,-0.94635,0.00171,-0.16494,0.16999,-0.42087,alpha_vantage
NVDA210618C00770000,NVDA,2021-06-18,770.0,call,1.45,1.46,1.4,16,1.53,6,23,229,2021-05-28,0.4295,0.05525,0.00167,-0.17797,0.17399,0.01978,alpha_vantage
NVDA210618P00770000,NVDA,2021-06-18,770.0,put,149.75,121.58,120.65,6,122.5,1,0,7,2021-05-28,0.4295,-0.94475,0.00167,-0.17692,0.17399,-0.42322,alpha_vantage
NVDA210618C00775000,NVDA,2021-06-18,775.0,call,1.33,1.35,1.3,11,1.4,5,806,324,2021-05-28,0.4295,0.04858,0.00151,-0.16068,0.15708,0.01741,alpha_vantage
NVDA210618P00775000,NVDA,2021-06-18,775.0,put,152.1,126.28,125.15,1,127.4,1,0,2,2021-05-28,0.40999,-0.95929,0.00137,-0.13196,0.13623,-0.43124,alpha_vantage
NVDA210618C00780000,NVDA,2021-06-18,780.0,call,1.26,1.25,1.2,23,1.3,11,44,639,2021-05-28,0.4295,0.0426,0.00135,-0.14459,0.14135,0.01528,alpha_vantage
NVDA210618P00780000,NVDA,2021-06-18,780.0,put,131.75,131.32,130.45,2,132.2,1,1,94,2021-05-28,0.4295,-0.9574,0.00135,-0.14352,0.14135,-0.43347,alpha_vantage
NVDA210618C00785000,NVDA,2021-06-18,785.0,call,1.17,1.20,1.09,15,1.3,16,44,206,2021-05-28,0.44901,0.04445,0.00134,-0.15643,0.14629,0.01591,alpha_vantage
NVDA210618P00785000,NVDA,2021-06-18,785.0,put,186.7,135.90,134.55,1,137.25,2,0,20,2021-05-28,0.40999,-0.96946,0.00108,-0.10401,0.10763,-0.44063,alpha_vantage
NVDA210618C00790000,NVDA,2021-06-18,790.0,call,1.11,1.11,1.0,32,1.22,30,118,56,2021-05-28,0.44901,0.03919,0.00121,-0.14126,0.1321,0.01404,alpha_vantage
NVDA210618P00790000,NVDA,2021-06-18,790.0,put,168.5,140.80,139.55,7,142.05,1,0,4,2021-05-28,0.40999,-0.97366,0.00096,-0.09184,0.09517,-0.44502,alpha_vantage
NVDA210618C00795000,NVDA,2021-06-18,795.0,call,1.0,1.03,0.93,11,1.14,13,121,95,2021-05-28,0.44901,0.03448,0.00109,-0.1272,0.11895,0.01236,alpha_vantage
NVDA210618P00795000,NVDA,2021-06-18,795.0,put,232.9,145.68,144.4,1,146.95,1,0,1,2021-05-28,0.40999,-0.97734,0.00084,-0.08081,0.08387,-0.44921,alpha_vantage
NVDA210618C00800000,NVDA,2021-06-18,800.0,call,0.97,0.97,0.95,10,1.0,1,1081,1847,2021-05-28,0.46853,0.03639,0.00109,-0.13874,0.12434,0.01302,alpha_vantage
NVDA210618P00800000,NVDA,2021-06-18,800.0,put,173.27,150.80,149.7,2,151.9,1,0,44,2021-05-28,0.4295,-0.97541,0.00086,-0.0908,0.08984,-0.45141,alpha_vantage
NVDA210618C00805000,NVDA,2021-06-18,805.0,call,0.72,0.93,0.84,21,1.02,20,0,262,2021-05-28,0.46853,0.03218,0.00099,-0.12541,0.1124,0.01152,alpha_vantage
NVDA210618P00805000,NVDA,2021-06-18,805.0,put,182.5,155.55,154.25,1,156.85,1,0,4,2021-05-28,0.40999,-0.98336,0.00065,-0.06188,0.06451,-0.45713,alpha_vantage
NVDA210618C00810000,NVDA,2021-06-18,810.0,call,0.88,0.85,0.74,75,0.96,15,43,220,2021-05-28,0.46853,0.02841,0.00089,-0.11309,0.10135,0.01018,alpha_vantage
NVDA210618P00810000,NVDA,2021-06-18,810.0,put,0.0,160.78,159.75,1,161.8,1,0,0,2021-05-28,0.44901,-0.97683,0.00078,-0.09027,0.08546,-0.45769,alpha_vantage
NVDA210618C00815000,NVDA,2021-06-18,815.0,call,0.44,0.77,0.72,18,0.82,1,0,45,2021-05-28,0.48804,0.03029,0.0009,-0.12424,0.1069,0.01083,alpha_vantage
NVDA210618P00815000,NVDA,2021-06-18,815.0,put,213.45,165.72,164.7,1,166.75,1,0,2,2021-05-28,0.44901,-0.97979,0.0007,-0.0803,0.07614,-0.46162,alpha_vantage
NVDA210618C00820000,NVDA,2021-06-18,820.0,call,0.77,0.75,0.71,14,0.79,5,32,362,2021-05-28,0.48804,0.02688,0.00082,-0.11248,0.09678,0.00962,alpha_vantage
NVDA210618P00820000,NVDA,2021-06-18,820.0,put,217.2,170.60,169.5,1,171.7,1,0,50,2021-05-28,0.44901,-0.98241,0.00062,-0.07123,0.06766,-0.46544,alpha_vantage
NVDA210618C00825000,NVDA,2021-06-18,825.0,call,0.72,0.70,0.68,7,0.72,1,102,126,2021-05-28,0.48804,0.02381,0.00074,-0.10162,0.08744,0.00853,alpha_vantage
NVDA210618P00825000,NVDA,2021-06-18,825.0,put,207.2,175.65,174.45,1,176.85,1,0,1,2021-05-28,0.46853,-0.98068,0.00064,-0.08063,0.07328,-0.46771,alpha_vantage
NVDA210618C00830000,NVDA,2021-06-18,830.0,call,0.68,0.68,0.64,9,0.71,5,16,492,2021-05-28,0.50755,0.02561,0.00075,-0.11235,0.09295,0.00915,alpha_vantage
NVDA210618P00830000,NVDA,2021-06-18,830.0,put,0.0,180.60,179.45,1,181.75,1,0,0,2021-05-28,0.46853,-0.98307,0.00058,-0.07192,0.06547,-0.47144,alpha_vantage
NVDA210618C00835000,NVDA,2021-06-18,835.0,call,0.56,0.62,0.57,8,0.67,6,1,7,2021-05-28,0.50755,0.02281,0.00068,-0.10192,0.08432,0.00815,alpha_vantage
NVDA210618P00835000,NVDA,2021-06-18,835.0,put,214.65,185.47,184.35,2,186.6,1,0,2,2021-05-28,0.44901,-0.98853,0.00043,-0.0489,0.0468,-0.47626,alpha_vantage
NVDA210618C00840000,NVDA,2021-06-18,840.0,call,0.61,0.57,0.51,18,0.63,8,24,564,2021-05-28,0.50755,0.02028,0.00062,-0.09229,0.07636,0.00726,alpha_vantage
NVDA210618P00840000,NVDA,2021-06-18,840.0,put,219.21,190.55,189.55,1,191.55,1,0,36,2021-05-28,0.46853,-0.98707,0.00046,-0.05679,0.05193,-0.47862,alpha_vantage
NVDA210618C00845000,NVDA,2021-06-18,845.0,call,0.51,0.55,0.5,12,0.6,5,0,26,2021-05-28,0.50755,0.01801,0.00056,-0.08342,0.06902,0.00645,alpha_vantage
NVDA210618P00845000,NVDA,2021-06-18,845.0,put,224.25,195.45,194.4,6,196.5,1,0,5,2021-05-28,0.46853,-0.98873,0.00041,-0.05028,0.0461,-0.48209,alpha_vantage
NVDA210618C00850000,NVDA,2021-06-18,850.0,call,0.54,0.54,0.53,21,0.55,40,619,308,2021-05-28,0.52706,0.01964,0.00058,-0.09327,0.07431,0.00702,alpha_vantage
NVDA210618P00850000,NVDA,2021-06-18,850.0,put,0.0,200.43,199.35,1,201.5,1,0,0,2021-05-28,0.46853,-0.99019,0.00036,-0.0444,0.04084,-0.4855,alpha_vantage
