event_name,ticker,company,category,announcement_date,release_date,alpha,beta,r_squared,estimation_days,abnormal_return_minus5_plus0,abnormal_return_minus3_plus0,abnormal_return_minus1_plus0,abnormal_return_plus0_plus1,abnormal_return_plus0_plus3,abnormal_return_plus0_plus5,raw_return_minus5_plus0,raw_return_minus3_plus0,raw_return_minus1_plus0,raw_return_plus0_plus1,raw_return_plus0_plus3,raw_return_plus0_plus5,volume_spike,dollar_volume,turnover,baseline_volume,event_volume,t_statistic,p_value,significant_5pct,significant_1pct,data_quality_score,analysis_timestamp
iPhone 12,AAPL,Apple,Consumer Hardware,2020-10-13,2020-10-23,0.00252834004511477,1.2161443624293213,0.4121826902076907,82,0.010590415254324609,0.019642480270645177,0.019642480270645177,-0.015115980285928626,-0.03644015530903459,-0.03644015530903459,0.053318195527520595,-0.026527331088344597,-0.026527331088344597,0.0007432104085987046,-0.017176029725307518,-0.017176029725307518,0.04314363056477477,17727810087.530396,0.153125798336335,145878610.0,152172342.85714287,0.7033713433307145,0.5324982402824908,False,False,0.6833333333333333,2025-08-14T15:26:00.597454
iPhone 13,AAPL,Apple,Consumer Hardware,2021-09-14,2021-09-24,0.0003086285512012958,1.3325707689309216,0.5289281480395363,83,-0.025657401146477583,-0.0016616179815628785,-0.0016616179815628785,-0.007669989255812276,-0.01403794955320728,-0.01403794955320728,-0.03861876458800717,-0.009561913349856788,-0.009561913349856788,0.006143579373955266,-0.013907894399001974,-0.013907894399001974,0.2599795937198335,14422869757.723345,0.10086702148498453,78355430.0,98726242.85714285,-1.4573476732503832,0.24107515199697874,False,False,0.6916666666666667,2025-08-14T15:26:00.710056
iPhone 14,AAPL,Apple,Consumer Hardware,2022-09-07,2022-09-16,0.001042901231645783,1.3031832768394527,0.8291469865185233,82,-0.02027456819960282,-0.01961223020543613,-0.01961223020543613,-0.034966453965265494,-0.03707103541338038,-0.013399350517589628,0.0009626479274120747,0.009253754727104102,0.009253754727104102,-0.009617718187291402,0.009040903551703394,0.04789688255739977,0.1487668637652193,12771801162.865192,0.0793820661299939,71965690.0,82671800.0,-0.6073277854449419,0.6054022164527086,False,False,0.6833333333333333,2025-08-14T15:26:00.821588
iPhone 15,AAPL,Apple,Consumer Hardware,2023-09-12,2023-09-22,-4.5781933051411254e-05,1.094540687944432,0.44725267491795306,82,-0.035183938320361235,-0.011471157982300768,-0.011471157982300768,-0.023948564956418353,-0.015146167372235269,-0.015146167372235269,-0.007096072805795495,-0.017060579515397856,-0.017060579515397856,-0.011854910777688188,-0.007317300192056897,-0.007317300192056897,0.2969456860944415,14537153848.425604,0.08387832849677694,64083155.0,83112371.42857143,-1.0596334918435726,0.36707157854237404,False,False,0.6833333333333333,2025-08-14T15:26:00.931747
M1 Mac Launch,AAPL,Apple,Computing Hardware,2020-06-22,2020-11-10,0.0016876349347629167,1.0709737033662547,0.8721051569647925,84,0.015018998230588844,0.016168657039680297,0.01752022249828703,0.03256391592624938,0.040765178735648,0.034298095050559654,0.020706185073038563,0.026163933954769236,0.0,0.021344461450665264,0.016635336139885215,-0.014601625287133269,0.1427275648590698,14722980281.650543,0.17151499810213414,148625320.0,169838250.0,0.6741438348211365,0.5485168268166974,False,False,0.7,2025-08-14T15:26:01.041664
MacBook Pro M1 Pro/Max,AAPL,Apple,Computing Hardware,2021-10-18,2021-10-26,0.0006686377445234203,1.372288541496931,0.4308661676803134,83,-0.009801916192175587,0.0031127707819689383,0.0065066323226493795,0.010772344706708114,0.0051309444477977495,0.0006489495339938667,0.04002584367760709,0.011806427660570495,0.0,0.015080145278373092,0.019993271904094723,0.014602393036729167,-0.08285541986816192,9993131775.517654,0.0686512814964396,75956045.0,69662675.0,1.7329359656876633,0.18152752583770834,False,False,0.6916666666666667,2025-08-14T15:26:01.152065
Apple Watch Series 8,AAPL,Apple,Wearables,2022-09-07,2022-09-16,0.001042901231645783,1.3031832768394527,0.8291469865185233,82,-0.02027456819960282,-0.01961223020543613,-0.01961223020543613,-0.034966453965265494,-0.03707103541338038,-0.013399350517589628,0.0009626479274120747,0.009253754727104102,0.009253754727104102,-0.009617718187291402,0.009040903551703394,0.04789688255739977,0.1487668637652193,12771801162.865192,0.0793820661299939,71965690.0,82671800.0,-0.6073277854449419,0.6054022164527086,False,False,0.6833333333333333,2025-08-14T15:26:01.268374
Vision Pro Announcement,AAPL,Apple,Mixed Reality,2023-06-05,,0.0028453038645545412,1.1847425878188322,0.6563914446867565,83,-0.01772001097464163,-0.02333214907747083,-0.008042683961225702,-0.01573704932772467,-0.016534660305714724,-0.018580205247933627,0.013145381750538476,-0.007571108588914632,0.0,-0.0020603002986490093,0.005512806854149899,0.0076846279946525264,0.2162399840452962,12837997979.597282,0.07173546978817003,59443285.0,72297300.0,0.6526638360826649,0.560525103547501,False,False,0.6916666666666667,2025-08-14T15:26:01.380259
Vision Pro US Launch,AAPL,Apple,Mixed Reality,2024-01-08,2024-02-02,0.0008090027862358844,1.1099064020991414,0.5099490301404845,84,-0.008251605015285976,0.0008515167666792896,0.0076999486105597224,0.0062677786471980156,0.0015548689456855247,0.0016904403465129898,0.007109870979030264,0.024174868831050578,0.0,-0.0022634986034225646,0.0001617080885389921,0.0019400824263444694,-0.015691652517167975,9858484174.140167,0.053474342779942265,54754590.0,53895400.0,-0.0007836153142472921,0.9994239603910848,False,False,0.7,2025-08-14T15:26:01.498775
RTX 30 Series,NVDA,NVIDIA,Semiconductor Hardware,2020-09-01,2020-09-17,0.003456133808231553,1.0659890778766687,0.42511541189431795,82,0.05227888168976723,0.03834570161744915,0.03834570161744915,0.04040175930843757,-0.043366936797035,-0.043366936797035,0.09477839250072195,0.0336936205806424,0.0336936205806424,0.038021869767616234,-0.08671576921961599,-0.08671576921961599,0.2357195311845366,9738970877.842806,0.7738679416886679,595343600.0,735677714.2857143,1.735493661414323,0.18105865488304515,False,False,0.6833333333333333,2025-08-14T15:26:01.611934
