product,timestamp,pre_announce_avg_return,pre_announce_avg_volume,announce_to_release_avg_return,announce_to_release_avg_volume,post_release_avg_return,post_release_avg_volume,announcement_5day_return,release_5day_return,calculation_note
iphone12,2025-08-12T13:31:04.844713,0.004759711826110106,175296201.66666666,-0.008890603416319767,134749062.5,0.0006175531625430164,108828272.0,0.07016580296460129,-0.03343974158697677,"announcement_return: Cumulative return from close[t-5] to close[t+0] on announcement day; volume_spike_pct: (volume[period] / baseline_mean) - 1, where baseline = 20-day MA"
